STATE,COUNTY,STNAME,CTYNAME,TOT_POP
19,047,Iowa,Crawford County,1125
19,049,Iowa,Dallas County,6918
19,051,Iowa,Davis County,802
19,053,Iowa,Decatur County,486
19,055,Iowa,Delaware County,1046
19,057,Iowa,Des Moines County,2252
19,059,Iowa,Dickinson County,828
19,061,Iowa,Dubuque County,6058
19,063,Iowa,Emmet County,500
19,065,Iowa,Fayette County,1108
19,067,Iowa,Floyd County,951
19,069,Iowa,Franklin County,628
19,071,Iowa,Fremont County,402
19,073,Iowa,Greene County,541
19,075,Iowa,Grundy County,662
19,077,Iowa,Guthrie County,590
19,079,Iowa,Hamilton County,932
19,081,Iowa,Hancock County,606
19,083,Iowa,Hardin County,843
19,085,Iowa,Harrison County,830
19,087,Iowa,Henry County,1121
19,089,Iowa,Howard County,614
19,091,Iowa,Humboldt County,579
19,093,Iowa,Ida County,407
19,095,Iowa,Iowa County,967
19,097,Iowa,Jackson County,1132
19,099,Iowa,Jasper County,2104
19,101,Iowa,Jefferson County,807
19,103,Iowa,Johnson County,8698
19,105,Iowa,Jones County,1048
19,107,Iowa,Keokuk County,610
19,109,Iowa,Kossuth County,864
19,111,Iowa,Lee County,1960
19,113,Iowa,Linn County,14097
19,115,Iowa,Louisa County,657
19,117,Iowa,Lucas County,564
19,119,Iowa,Lyon County,884
19,121,Iowa,Madison County,915
19,123,Iowa,Mahaska County,1482
19,125,Iowa,Marion County,1897
19,127,Iowa,Marshall County,2557
19,129,Iowa,Mills County,820
19,131,Iowa,Mitchell County,627
19,133,Iowa,Monona County,508
19,135,Iowa,Monroe County,441
19,137,Iowa,Montgomery County,614
19,139,Iowa,Muscatine County,2727
19,141,Iowa,O'Brien County,883
19,143,Iowa,Osceola County,321
19,145,Iowa,Page County,739
19,147,Iowa,Palo Alto County,555
19,149,Iowa,Plymouth County,1612
19,151,Iowa,Pocahontas County,385
19,153,Iowa,Polk County,34382
19,155,Iowa,Pottawattamie County,5762
19,157,Iowa,Poweshiek County,897
19,159,Iowa,Ringgold County,287
19,161,Iowa,Sac County,588
19,163,Iowa,Scott County,10781
19,165,Iowa,Shelby County,600
19,167,Iowa,Sioux County,2443
19,169,Iowa,Story County,4312
19,171,Iowa,Tama County,1118
19,173,Iowa,Taylor County,400
19,175,Iowa,Union County,642
19,177,Iowa,Van Buren County,425
19,179,Iowa,Wapello County,2254
19,181,Iowa,Warren County,3172
19,183,Iowa,Washington County,1445
19,185,Iowa,Wayne County,421
19,187,Iowa,Webster County,2113
19,189,Iowa,Winnebago County,556
19,191,Iowa,Winneshiek County,892
19,193,Iowa,Woodbury County,7206
19,195,Iowa,Worth County,418
19,197,Iowa,Wright County,830
20,001,Kansas,Allen County,677
20,003,Kansas,Anderson County,525
20,005,Kansas,Atchison County,899
20,007,Kansas,Barber County,273
20,009,Kansas,Barton County,1510
20,011,Kansas,Bourbon County,959
20,013,Kansas,Brown County,627
20,015,Kansas,Butler County,4040
20,017,Kansas,Chase County,119
20,019,Kansas,Chautauqua County,153
20,021,Kansas,Cherokee County,1143
20,023,Kansas,Cheyenne County,185
20,025,Kansas,Clark County,127
20,027,Kansas,Clay County,471
20,029,Kansas,Cloud County,546
20,031,Kansas,Coffey County,464
20,033,Kansas,Comanche County,92
20,035,Kansas,Cowley County,2096
20,037,Kansas,Crawford County,2346
20,039,Kansas,Decatur County,164
20,041,Kansas,Dickinson County,1020
20,043,Kansas,Doniphan County,399
20,045,Kansas,Douglas County,5864
20,047,Kansas,Edwards County,160
20,049,Kansas,Elk County,136
20,051,Kansas,Ellis County,1597
20,053,Kansas,Ellsworth County,272
20,055,Kansas,Finney County,3115
20,057,Kansas,Ford County,2858
20,059,Kansas,Franklin County,1571
20,061,Kansas,Geary County,3719
20,063,Kansas,Gove County,153
20,065,Kansas,Graham County,92
20,067,Kansas,Grant County,522
20,069,Kansas,Gray County,467
20,071,Kansas,Greeley County,95
20,073,Kansas,Greenwood County,323
20,075,Kansas,Hamilton County,168
20,077,Kansas,Harper County,347
20,079,Kansas,Harvey County,1947
20,081,Kansas,Haskell County,261
20,083,Kansas,Hodgeman County,115
20,085,Kansas,Jackson County,901
20,087,Kansas,Jefferson County,964
20,089,Kansas,Jewell County,168
20,091,Kansas,Johnson County,37590
20,093,Kansas,Kearny County,287
20,095,Kansas,Kingman County,406
20,097,Kansas,Kiowa County,151
20,099,Kansas,Labette County,1273
20,101,Kansas,Lane County,87
20,103,Kansas,Leavenworth County,5210
20,105,Kansas,Lincoln County,143
20,107,Kansas,Linn County,473
20,109,Kansas,Logan County,209
20,111,Kansas,Lyon County,1968
20,113,Kansas,McPherson County,1624
20,115,Kansas,Marion County,566
20,117,Kansas,Marshall County,652
20,119,Kansas,Meade County,256
20,121,Kansas,Miami County,2079
20,123,Kansas,Mitchell County,374
20,125,Kansas,Montgomery County,1888
20,127,Kansas,Morris County,325
20,129,Kansas,Morton County,147
20,131,Kansas,Nemaha County,785
20,133,Kansas,Neosho County,1053
20,135,Kansas,Ness County,126
20,137,Kansas,Norton County,271
20,139,Kansas,Osage County,866
20,141,Kansas,Osborne County,199
20,143,Kansas,Ottawa County,257
20,145,Kansas,Pawnee County,295
20,147,Kansas,Phillips County,287
20,149,Kansas,Pottawatomie County,1841
20,151,Kansas,Pratt County,563
20,153,Kansas,Rawlins County,169
20,155,Kansas,Reno County,3408
20,157,Kansas,Republic County,274
20,159,Kansas,Rice County,541
20,161,Kansas,Riley County,4023
20,163,Kansas,Rooks County,277
20,165,Kansas,Rush County,159
20,167,Kansas,Russell County,396
20,169,Kansas,Saline County,3418
20,171,Kansas,Scott County,285
20,173,Kansas,Sedgwick County,34810
20,175,Kansas,Seward County,1947
20,177,Kansas,Shawnee County,10625
20,179,Kansas,Sheridan County,150
20,181,Kansas,Sherman County,401
20,183,Kansas,Smith County,221
20,185,Kansas,Stafford County,263
20,187,Kansas,Stanton County,136
20,189,Kansas,Stevens County,338
20,191,Kansas,Sumner County,1345
20,193,Kansas,Thomas County,574
20,195,Kansas,Trego County,117
20,197,Kansas,Wabaunsee County,395
20,199,Kansas,Wallace County,104
20,201,Kansas,Washington County,365
20,203,Kansas,Wichita County,134
20,205,Kansas,Wilson County,533
20,207,Kansas,Woodson County,180
20,209,Kansas,Wyandotte County,12842
21,001,Kentucky,Adair County,991
21,003,Kentucky,Allen County,1271
21,005,Kentucky,Anderson County,1388
21,007,Kentucky,Ballard County,393
21,009,Kentucky,Barren County,2882
21,011,Kentucky,Bath County,901
21,013,Kentucky,Bell County,1530
21,015,Kentucky,Boone County,8649
21,017,Kentucky,Bourbon County,1142
21,019,Kentucky,Boyd County,2619
21,021,Kentucky,Boyle County,1563
21,023,Kentucky,Bracken County,492
21,025,Kentucky,Breathitt County,784
21,027,Kentucky,Breckinridge County,1253
21,029,Kentucky,Bullitt County,4249
21,031,Kentucky,Butler County,792
21,033,Kentucky,Caldwell County,743
21,035,Kentucky,Calloway County,1882
21,037,Kentucky,Campbell County,5400
21,039,Kentucky,Carlisle County,312
21,041,Kentucky,Carroll County,778
21,043,Kentucky,Carter County,1627
21,045,Kentucky,Casey County,1029
21,047,Kentucky,Christian County,6668
21,049,Kentucky,Clark County,2193
21,051,Kentucky,Clay County,1177
21,053,Kentucky,Clinton County,601
21,055,Kentucky,Crittenden County,472
21,057,Kentucky,Cumberland County,380
21,059,Kentucky,Daviess County,6775
21,061,Kentucky,Edmonson County,545
21,063,Kentucky,Elliott County,336
21,065,Kentucky,Estill County,780
21,067,Kentucky,Fayette County,19113
21,069,Kentucky,Fleming County,952
21,071,Kentucky,Floyd County,2093
21,073,Kentucky,Franklin County,2928
21,075,Kentucky,Fulton County,321
21,077,Kentucky,Gallatin County,559
21,079,Kentucky,Garrard County,1010
21,081,Kentucky,Grant County,1824
21,083,Kentucky,Graves County,2542
21,085,Kentucky,Grayson County,1660
21,087,Kentucky,Green County,586
21,089,Kentucky,Greenup County,1895
21,091,Kentucky,Hancock County,572
21,093,Kentucky,Hardin County,7394
21,095,Kentucky,Harlan County,1636
21,097,Kentucky,Harrison County,1175
21,099,Kentucky,Hart County,1407
21,101,Kentucky,Henderson County,2639
21,103,Kentucky,Henry County,963
21,105,Kentucky,Hickman County,193
21,107,Kentucky,Hopkins County,2678
21,109,Kentucky,Jackson County,827
21,111,Kentucky,Jefferson County,47660
21,113,Kentucky,Jessamine County,3365
21,115,Kentucky,Johnson County,1250
21,117,Kentucky,Kenton County,10874
21,119,Kentucky,Knott County,781
21,121,Kentucky,Knox County,1928
21,123,Kentucky,Larue County,819
21,125,Kentucky,Laurel County,3770
21,127,Kentucky,Lawrence County,993
21,129,Kentucky,Lee County,395
21,131,Kentucky,Leslie County,546
21,133,Kentucky,Letcher County,1244
21,135,Kentucky,Lewis County,783
21,137,Kentucky,Lincoln County,1622
21,139,Kentucky,Livingston County,499
21,141,Kentucky,Logan County,1772
21,143,Kentucky,Lyon County,258
21,145,Kentucky,McCracken County,3901
21,147,Kentucky,McCreary County,990
21,149,Kentucky,McLean County,514
21,151,Kentucky,Madison County,5227
21,153,Kentucky,Magoffin County,690
21,155,Kentucky,Marion County,1232
21,157,Kentucky,Marshall County,1635
21,159,Kentucky,Martin County,510
21,161,Kentucky,Mason County,1018
21,163,Kentucky,Meade County,1530
21,165,Kentucky,Menifee County,310
21,167,Kentucky,Mercer County,1319
21,169,Kentucky,Metcalfe County,618
21,171,Kentucky,Monroe County,709
21,173,Kentucky,Montgomery County,1816
21,175,Kentucky,Morgan County,615
21,177,Kentucky,Muhlenberg County,1704
21,179,Kentucky,Nelson County,2858
21,181,Kentucky,Nicholas County,466
21,183,Kentucky,Ohio County,1478
21,185,Kentucky,Oldham County,3465
21,187,Kentucky,Owen County,556
21,189,Kentucky,Owsley County,304
21,191,Kentucky,Pendleton County,918
21,193,Kentucky,Perry County,1691
21,195,Kentucky,Pike County,3054
21,197,Kentucky,Powell County,808
21,199,Kentucky,Pulaski County,3809
21,201,Kentucky,Robertson County,112
21,203,Kentucky,Rockcastle County,894
21,205,Kentucky,Rowan County,1325
21,207,Kentucky,Russell County,1095
21,209,Kentucky,Scott County,3694
21,211,Kentucky,Shelby County,2937
21,213,Kentucky,Simpson County,1182
21,215,Kentucky,Spencer County,1095
21,217,Kentucky,Taylor County,1653
21,219,Kentucky,Todd County,912
21,221,Kentucky,Trigg County,757
21,223,Kentucky,Trimble County,458
21,225,Kentucky,Union County,680
21,227,Kentucky,Warren County,8572
21,229,Kentucky,Washington County,756
21,231,Kentucky,Wayne County,1119
21,233,Kentucky,Webster County,869
21,235,Kentucky,Whitley County,2694
21,237,Kentucky,Wolfe County,477
21,239,Kentucky,Woodford County,1461
22,001,Louisiana,Acadia Parish,4259
22,003,Louisiana,Allen Parish,1597
22,005,Louisiana,Ascension Parish,8816
22,007,Louisiana,Assumption Parish,1205
22,009,Louisiana,Avoyelles Parish,2641
22,011,Louisiana,Beauregard Parish,2680
22,013,Louisiana,Bienville Parish,777
22,015,Louisiana,Bossier Parish,8470
22,017,Louisiana,Caddo Parish,15568
22,019,Louisiana,Calcasieu Parish,14473
22,021,Louisiana,Caldwell Parish,640
22,023,Louisiana,Cameron Parish,400
22,025,Louisiana,Catahoula Parish,531
22,027,Louisiana,Claiborne Parish,745
22,029,Louisiana,Concordia Parish,1258
22,031,Louisiana,De Soto Parish,1653
22,033,Louisiana,East Baton Rouge Parish,28667
22,035,Louisiana,East Carroll Parish,427
22,037,Louisiana,East Feliciana Parish,919
22,039,Louisiana,Evangeline Parish,2298
22,041,Louisiana,Franklin Parish,1385
22,043,Louisiana,Grant Parish,1279
22,045,Louisiana,Iberia Parish,4905
22,047,Louisiana,Iberville Parish,1798
22,049,Louisiana,Jackson Parish,833
22,051,Louisiana,Jefferson Parish,28109
22,053,Louisiana,Jefferson Davis Parish,2117
22,055,Louisiana,Lafayette Parish,16486
22,057,Louisiana,Lafourche Parish,6116
22,059,Louisiana,LaSalle Parish,892
22,061,Louisiana,Lincoln Parish,2598
22,063,Louisiana,Livingston Parish,9501
22,065,Louisiana,Madison Parish,755
22,067,Louisiana,Morehouse Parish,1698
22,069,Louisiana,Natchitoches Parish,2394
22,071,Louisiana,Orleans Parish,22434
22,073,Louisiana,Ouachita Parish,10332
22,075,Louisiana,Plaquemines Parish,1533
22,077,Louisiana,Pointe Coupee Parish,1275
22,079,Louisiana,Rapides Parish,8625
22,081,Louisiana,Red River Parish,526
22,083,Louisiana,Richland Parish,1241
22,085,Louisiana,Sabine Parish,1370
22,087,Louisiana,St. Bernard Parish,3329
22,089,Louisiana,St. Charles Parish,3185
22,091,Louisiana,St. Helena Parish,556
22,093,Louisiana,St. James Parish,1304
22,095,Louisiana,St. John the Baptist Parish,2778
22,097,Louisiana,St. Landry Parish,6015
22,099,Louisiana,St. Martin Parish,3525
22,101,Louisiana,St. Mary Parish,3387
22,103,Louisiana,St. Tammany Parish,15375
22,105,Louisiana,Tangipahoa Parish,9612
22,107,Louisiana,Tensas Parish,254
22,109,Louisiana,Terrebonne Parish,7610
22,111,Louisiana,Union Parish,1263
22,113,Louisiana,Vermilion Parish,3871
22,115,Louisiana,Vernon Parish,3879
22,117,Louisiana,Washington Parish,3088
22,119,Louisiana,Webster Parish,2351
22,121,Louisiana,West Baton Rouge Parish,1848
22,123,Louisiana,West Carroll Parish,559
22,125,Louisiana,West Feliciana Parish,649
22,127,Louisiana,Winn Parish,805
23,001,Maine,Androscoggin County,6237
23,003,Maine,Aroostook County,3200
23,005,Maine,Cumberland County,14007
23,007,Maine,Franklin County,1312
23,009,Maine,Hancock County,2364
23,011,Maine,Kennebec County,6019
23,013,Maine,Knox County,1656
23,015,Maine,Lincoln County,1549
23,017,Maine,Oxford County,2496
23,019,Maine,Penobscot County,7086
23,021,Maine,Piscataquis County,710
23,023,Maine,Sagadahoc County,1726
23,025,Maine,Somerset County,2373
23,027,Maine,Waldo County,1734
23,029,Maine,Washington County,1443
23,031,Maine,York County,9625
24,001,Maryland,Allegany County,3193
24,003,Maryland,Anne Arundel County,35545
24,005,Maryland,Baltimore County,48807
24,009,Maryland,Calvert County,4935
24,011,Maryland,Caroline County,2047
24,013,Maryland,Carroll County,9227
24,015,Maryland,Cecil County,5827
24,017,Maryland,Charles County,9625
24,019,Maryland,Dorchester County,1773
24,021,Maryland,Frederick County,15326
24,023,Maryland,Garrett County,1380
24,025,Maryland,Harford County,14395
24,027,Maryland,Howard County,19122
24,029,Maryland,Kent County,778
24,031,Maryland,Montgomery County,64500
24,033,Maryland,Prince George's County,59294
24,035,Maryland,Queen Anne's County,2563
24,037,Maryland,St. Mary's County,7123
24,039,Maryland,Somerset County,1167
24,041,Maryland,Talbot County,1734
24,043,Maryland,Washington County,8550
24,045,Maryland,Wicomico County,6297
24,047,Maryland,Worcester County,2146
24,510,Maryland,Baltimore city,36583
25,001,Massachusetts,Barnstable County,7846
25,003,Massachusetts,Berkshire County,5148
25,005,Massachusetts,Bristol County,29700
25,007,Massachusetts,Dukes County,843
25,009,Massachusetts,Essex County,44310
25,011,Massachusetts,Franklin County,2912
25,013,Massachusetts,Hampden County,25317
25,015,Massachusetts,Hampshire County,5309
25,017,Massachusetts,Middlesex County,84488
25,019,Massachusetts,Nantucket County,752
25,021,Massachusetts,Norfolk County,37601
25,023,Massachusetts,Plymouth County,27559
25,025,Massachusetts,Suffolk County,41369
25,027,Massachusetts,Worcester County,44208
26,001,Michigan,Alcona County,307
26,003,Michigan,Alger County,344
26,005,Michigan,Allegan County,7167
26,007,Michigan,Alpena County,1393
26,009,Michigan,Antrim County,974
26,011,Michigan,Arenac County,685
26,013,Michigan,Baraga County,321
26,015,Michigan,Barry County,3374
26,017,Michigan,Bay County,5119
26,019,Michigan,Benzie County,800
26,021,Michigan,Berrien County,8672
26,023,Michigan,Branch County,2637
26,025,Michigan,Calhoun County,8031
26,027,Michigan,Cass County,2558
26,029,Michigan,Charlevoix County,1140
26,031,Michigan,Cheboygan County,1045
26,033,Michigan,Chippewa County,1710
26,035,Michigan,Clare County,1672
26,037,Michigan,Clinton County,4362
26,039,Michigan,Crawford County,702
26,041,Michigan,Delta County,1785
26,043,Michigan,Dickinson County,1296
26,045,Michigan,Eaton County,5821
26,047,Michigan,Emmet County,1524
26,049,Michigan,Genesee County,23786
26,051,Michigan,Gladwin County,1353
26,053,Michigan,Gogebic County,613
26,055,Michigan,Grand Traverse County,4787
26,057,Michigan,Gratiot County,1979
26,059,Michigan,Hillsdale County,2581
26,061,Michigan,Houghton County,1889
26,063,Michigan,Huron County,1583
26,065,Michigan,Ingham County,16177
26,067,Michigan,Ionia County,3704
26,069,Michigan,Iosco County,1169
26,071,Michigan,Iron County,474
26,073,Michigan,Isabella County,3281
26,075,Michigan,Jackson County,9040
26,077,Michigan,Kalamazoo County,15647
26,079,Michigan,Kalkaska County,920
26,081,Michigan,Kent County,43492
26,083,Michigan,Keweenaw County,74
26,085,Michigan,Lake County,557
26,087,Michigan,Lapeer County,4102
26,089,Michigan,Leelanau County,902
26,091,Michigan,Lenawee County,5204
26,093,Michigan,Livingston County,9583
26,095,Michigan,Luce County,280
26,097,Michigan,Mackinac County,438
26,099,Michigan,Macomb County,47525
26,101,Michigan,Manistee County,1052
26,103,Michigan,Marquette County,3089
26,105,Michigan,Mason County,1549
26,107,Michigan,Mecosta County,2112
26,109,Michigan,Menominee County,985
26,111,Michigan,Midland County,4530
26,113,Michigan,Missaukee County,945
26,115,Michigan,Monroe County,7757
26,117,Michigan,Montcalm County,3584
26,119,Michigan,Montmorency County,324
26,121,Michigan,Muskegon County,10564
26,123,Michigan,Newaygo County,2804
26,125,Michigan,Oakland County,67456
26,127,Michigan,Oceana County,1411
26,129,Michigan,Ogemaw County,983
26,131,Michigan,Ontonagon County,150
26,133,Michigan,Osceola County,1293
26,135,Michigan,Oscoda County,436
26,137,Michigan,Otsego County,1288
26,139,Michigan,Ottawa County,17648
26,141,Michigan,Presque Isle County,501
26,143,Michigan,Roscommon County,883
26,145,Michigan,Saginaw County,11057
26,147,Michigan,St. Clair County,7817
26,149,Michigan,St. Joseph County,3880
26,151,Michigan,Sanilac County,2174
26,153,Michigan,Schoolcraft County,349
26,155,Michigan,Shiawassee County,3550
26,157,Michigan,Tuscola County,2736
26,159,Michigan,Van Buren County,4541
26,161,Michigan,Washtenaw County,17700
26,163,Michigan,Wayne County,114653
26,165,Michigan,Wexford County,2062
27,001,Minnesota,Aitkin County,582
27,003,Minnesota,Anoka County,22302
27,005,Minnesota,Becker County,2120
27,007,Minnesota,Beltrami County,3276
27,009,Minnesota,Benton County,2893
27,011,Minnesota,Big Stone County,299
27,013,Minnesota,Blue Earth County,3650
27,015,Minnesota,Brown County,1400
27,017,Minnesota,Carlton County,1886
27,019,Minnesota,Carver County,6627
27,021,Minnesota,Cass County,1533
27,023,Minnesota,Chippewa County,816
27,025,Minnesota,Chisago County,3339
27,027,Minnesota,Clay County,4565
27,029,Minnesota,Clearwater County,558
27,031,Minnesota,Cook County,226
27,033,Minnesota,Cottonwood County,741
27,035,Minnesota,Crow Wing County,3529
27,037,Minnesota,Dakota County,27425
27,039,Minnesota,Dodge County,1280
27,041,Minnesota,Douglas County,2237
27,043,Minnesota,Faribault County,786
27,045,Minnesota,Fillmore County,1354
27,047,Minnesota,Freeborn County,1666
27,049,Minnesota,Goodhue County,2620
27,051,Minnesota,Grant County,339
27,053,Minnesota,Hennepin County,80132
27,055,Minnesota,Houston County,1040
27,057,Minnesota,Hubbard County,1131
27,059,Minnesota,Isanti County,2420
27,061,Minnesota,Itasca County,2374
27,063,Minnesota,Jackson County,539
27,065,Minnesota,Kanabec County,928
27,067,Minnesota,Kandiyohi County,2943
27,069,Minnesota,Kittson County,248
27,071,Minnesota,Koochiching County,516
27,073,Minnesota,Lac qui Parle County,320
27,075,Minnesota,Lake County,515
27,077,Minnesota,Lake of the Woods County,179
27,079,Minnesota,Le Sueur County,1787
27,081,Minnesota,Lincoln County,351
27,083,Minnesota,Lyon County,1842
27,085,Minnesota,McLeod County,2053
27,087,Minnesota,Mahnomen County,477
27,089,Minnesota,Marshall County,582
27,091,Minnesota,Martin County,1144
27,093,Minnesota,Meeker County,1424
27,095,Minnesota,Mille Lacs County,1643
27,097,Minnesota,Morrison County,1955
27,099,Minnesota,Mower County,2666
27,101,Minnesota,Murray County,452
27,103,Minnesota,Nicollet County,1921
27,105,Minnesota,Nobles County,1856
27,107,Minnesota,Norman County,374
27,109,Minnesota,Olmsted County,10710
27,111,Minnesota,Otter Tail County,3439
27,113,Minnesota,Pennington County,897
27,115,Minnesota,Pine County,1353
27,117,Minnesota,Pipestone County,649
27,119,Minnesota,Polk County,2178
27,121,Minnesota,Pope County,624
27,123,Minnesota,Ramsey County,37663
27,125,Minnesota,Red Lake County,245
27,127,Minnesota,Redwood County,978
27,129,Minnesota,Renville County,931
27,131,Minnesota,Rice County,3878
27,133,Minnesota,Rock County,521
27,135,Minnesota,Roseau County,874
27,137,Minnesota,St. Louis County,9938
27,139,Minnesota,Scott County,9874
27,141,Minnesota,Sherburne County,6566
27,143,Minnesota,Sibley County,838
27,145,Minnesota,Stearns County,10479
27,147,Minnesota,Steele County,2145
27,149,Minnesota,Stevens County,601
27,151,Minnesota,Swift County,592
27,153,Minnesota,Todd County,1652
27,155,Minnesota,Traverse County,194
27,157,Minnesota,Wabasha County,1204
27,159,Minnesota,Wadena County,929
27,161,Minnesota,Waseca County,1066
27,163,Minnesota,Washington County,15168
27,165,Minnesota,Watonwan County,793
27,167,Minnesota,Wilkin County,377
27,169,Minnesota,Winona County,2381
27,171,Minnesota,Wright County,9464
27,173,Minnesota,Yellow Medicine County,560
28,001,Mississippi,Adams County,1749
28,003,Mississippi,Alcorn County,2150
28,005,Mississippi,Amite County,648
28,007,Mississippi,Attala County,1159
28,009,Mississippi,Benton County,468
28,011,Mississippi,Bolivar County,2038
28,013,Mississippi,Calhoun County,810
28,015,Mississippi,Carroll County,422
28,017,Mississippi,Chickasaw County,1185
28,019,Mississippi,Choctaw County,431
28,021,Mississippi,Claiborne County,544
28,023,Mississippi,Clarke County,937
28,025,Mississippi,Clay County,1110
28,027,Mississippi,Coahoma County,1751
28,029,Mississippi,Copiah County,1664
28,031,Mississippi,Covington County,1191
28,033,Mississippi,DeSoto County,11133
28,035,Mississippi,Forrest County,5004
28,037,Mississippi,Franklin County,423
28,039,Mississippi,George County,1830
28,041,Mississippi,Greene County,698
28,043,Mississippi,Grenada County,1278
28,045,Mississippi,Hancock County,2344
28,047,Mississippi,Harrison County,13447
28,049,Mississippi,Hinds County,14688
28,051,Mississippi,Holmes County,1104
28,053,Mississippi,Humphreys County,451
28,055,Mississippi,Issaquena County,36
28,057,Mississippi,Itawamba County,1300
28,059,Mississippi,Jackson County,8202
28,061,Mississippi,Jasper County,962
28,063,Mississippi,Jefferson County,435
28,065,Mississippi,Jefferson Davis County,624
28,067,Mississippi,Jones County,4603
28,069,Mississippi,Kemper County,450
28,071,Mississippi,Lafayette County,2746
28,073,Mississippi,Lamar County,4098
28,075,Mississippi,Lauderdale County,4667
28,077,Mississippi,Lawrence County,779
28,079,Mississippi,Leake County,1464
28,081,Mississippi,Lee County,5715
28,083,Mississippi,Leflore County,2212
28,085,Mississippi,Lincoln County,2054
28,087,Mississippi,Lowndes County,3861
28,089,Mississippi,Madison County,6581
28,091,Mississippi,Marion County,1405
28,093,Mississippi,Marshall County,1925
28,095,Mississippi,Monroe County,1990
28,097,Mississippi,Montgomery County,585
28,099,Mississippi,Neshoba County,2128
28,101,Mississippi,Newton County,1404
28,103,Mississippi,Noxubee County,765
28,105,Mississippi,Oktibbeha County,2618
28,107,Mississippi,Panola County,2325
28,109,Mississippi,Pearl River County,3209
28,111,Mississippi,Perry County,664
28,113,Mississippi,Pike County,2620
28,115,Mississippi,Pontotoc County,2281
28,117,Mississippi,Prentiss County,1516
28,119,Mississippi,Quitman County,420
28,121,Mississippi,Rankin County,8798
28,123,Mississippi,Scott County,2255
28,125,Mississippi,Sharkey County,275
28,127,Mississippi,Simpson County,1497
28,129,Mississippi,Smith County,933
28,131,Mississippi,Stone County,1030
28,133,Mississippi,Sunflower County,1378
28,135,Mississippi,Tallahatchie County,786
28,137,Mississippi,Tate County,1685
28,139,Mississippi,Tippah County,1359
28,141,Mississippi,Tishomingo County,1074
28,143,Mississippi,Tunica County,828
28,145,Mississippi,Union County,1889
28,147,Mississippi,Walthall County,820
28,149,Mississippi,Warren County,2913
28,151,Mississippi,Washington County,3008
28,153,Mississippi,Wayne County,1341
28,155,Mississippi,Webster County,567
28,157,Mississippi,Wilkinson County,455
28,159,Mississippi,Winston County,973
28,161,Mississippi,Yalobusha County,756
28,163,Mississippi,Yazoo County,1557
29,001,Missouri,Adair County,1307
29,003,Missouri,Andrew County,1023
29,005,Missouri,Atchison County,250
29,007,Missouri,Audrain County,1576
29,009,Missouri,Barry County,2152
29,011,Missouri,Barton County,688
29,013,Missouri,Bates County,964
29,015,Missouri,Benton County,888
29,017,Missouri,Bollinger County,625
29,019,Missouri,Boone County,10388
29,021,Missouri,Buchanan County,5371
29,023,Missouri,Butler County,2592
29,025,Missouri,Caldwell County,496
29,027,Missouri,Callaway County,2461
29,029,Missouri,Camden County,2062
29,031,Missouri,Cape Girardeau County,4587
29,033,Missouri,Carroll County,446
29,035,Missouri,Carter County,374
29,037,Missouri,Cass County,6267
29,039,Missouri,Cedar County,969
29,041,Missouri,Chariton County,437
29,043,Missouri,Christian County,5522
29,045,Missouri,Clark County,393
29,047,Missouri,Clay County,15689
29,049,Missouri,Clinton County,1154
29,051,Missouri,Cole County,4439
29,053,Missouri,Cooper County,1016
29,055,Missouri,Crawford County,1356
29,057,Missouri,Dade County,368
29,059,Missouri,Dallas County,1109
29,061,Missouri,Daviess County,582
29,063,Missouri,DeKalb County,563
29,065,Missouri,Dent County,934
29,067,Missouri,Douglas County,750
29,069,Missouri,Dunklin County,1981
29,071,Missouri,Franklin County,6181
29,073,Missouri,Gasconade County,793
29,075,Missouri,Gentry County,472
29,077,Missouri,Greene County,17132
29,079,Missouri,Grundy County,705
29,081,Missouri,Harrison County,498
29,083,Missouri,Henry County,1239
29,085,Missouri,Hickory County,421
29,087,Missouri,Holt County,224
29,089,Missouri,Howard County,569
29,091,Missouri,Howell County,2550
29,093,Missouri,Iron County,539
29,095,Missouri,Jackson County,45281
29,097,Missouri,Jasper County,7971
29,099,Missouri,Jefferson County,13013
29,101,Missouri,Johnson County,3393
29,103,Missouri,Knox County,258
29,105,Missouri,Laclede County,2478
29,107,Missouri,Lafayette County,1940
29,109,Missouri,Lawrence County,2602
29,111,Missouri,Lewis County,583
29,113,Missouri,Lincoln County,4181
29,115,Missouri,Linn County,679
29,117,Missouri,Livingston County,879
29,119,Missouri,McDonald County,1707
29,121,Missouri,Macon County,875
29,123,Missouri,Madison County,697
29,125,Missouri,Maries County,396
29,127,Missouri,Marion County,1813
29,129,Missouri,Mercer County,246
29,131,Missouri,Miller County,1599
29,133,Missouri,Mississippi County,695
29,135,Missouri,Moniteau County,1042
29,137,Missouri,Monroe County,461
29,139,Missouri,Montgomery County,640
29,141,Missouri,Morgan County,1379
29,143,Missouri,New Madrid County,1072
29,145,Missouri,Newton County,3564
29,147,Missouri,Nodaway County,970
29,149,Missouri,Oregon County,614
29,151,Missouri,Osage County,772
29,153,Missouri,Ozark County,418
29,155,Missouri,Pemiscot County,1152
29,157,Missouri,Perry County,1125
29,159,Missouri,Pettis County,2883
29,161,Missouri,Phelps County,2500
29,163,Missouri,Pike County,1055
29,165,Missouri,Platte County,6320
29,167,Missouri,Polk County,1960
29,169,Missouri,Pulaski County,3450
29,171,Missouri,Putnam County,289
29,173,Missouri,Ralls County,520
29,175,Missouri,Randolph County,1431
