STATE,COUNTY,STNAME,CTYNAME,TOT_POP
29,177,Missouri,Ray County,1332
29,179,Missouri,Reynolds County,309
29,181,Missouri,Ripley County,761
29,183,Missouri,St. Charles County,23059
29,185,Missouri,St. Clair County,520
29,186,Missouri,Ste. Genevieve County,996
29,187,Missouri,St. Francois County,3649
29,189,Missouri,St. Louis County,58074
29,195,Missouri,Saline County,1258
29,197,Missouri,Schuyler County,400
29,199,Missouri,Scotland County,392
29,201,Missouri,Scott County,2483
29,203,Missouri,Shannon County,452
29,205,Missouri,Shelby County,390
29,207,Missouri,Stoddard County,1634
29,209,Missouri,Stone County,1278
29,211,Missouri,Sullivan County,393
29,213,Missouri,Taney County,3085
29,215,Missouri,Texas County,1430
29,217,Missouri,Vernon County,1264
29,219,Missouri,Warren County,2275
29,221,Missouri,Washington County,1421
29,223,Missouri,Wayne County,650
29,225,Missouri,Webster County,2925
29,227,Missouri,Worth County,102
29,229,Missouri,Wright County,1323
29,510,Missouri,St. Louis city,18220
30,001,Montana,Beaverhead County,409
30,003,Montana,Big Horn County,1214
30,005,Montana,Blaine County,530
30,007,Montana,Broadwater County,320
30,009,Montana,Carbon County,389
30,011,Montana,Carter County,96
30,013,Montana,Cascade County,5270
30,015,Montana,Chouteau County,267
30,017,Montana,Custer County,661
30,019,Montana,Daniels County,81
30,021,Montana,Dawson County,481
30,023,Montana,Deer Lodge County,318
30,025,Montana,Fallon County,193
30,027,Montana,Fergus County,592
30,029,Montana,Flathead County,5835
30,031,Montana,Gallatin County,6253
30,033,Montana,Garfield County,78
30,035,Montana,Glacier County,1236
30,037,Montana,Golden Valley County,50
30,039,Montana,Granite County,118
30,041,Montana,Hill County,1492
30,043,Montana,Jefferson County,569
30,045,Montana,Judith Basin County,97
30,047,Montana,Lake County,1758
30,049,Montana,Lewis and Clark County,4015
30,051,Montana,Liberty County,117
30,053,Montana,Lincoln County,833
30,055,Montana,McCone County,93
30,057,Montana,Madison County,302
30,059,Montana,Meagher County,87
30,061,Montana,Mineral County,217
30,063,Montana,Missoula County,6015
30,065,Montana,Musselshell County,219
30,067,Montana,Park County,723
30,069,Montana,Petroleum County,14
30,071,Montana,Phillips County,258
30,073,Montana,Pondera County,451
30,075,Montana,Powder River County,90
30,077,Montana,Powell County,283
30,079,Montana,Prairie County,64
30,081,Montana,Ravalli County,2004
30,083,Montana,Richland County,693
30,085,Montana,Roosevelt County,1080
30,087,Montana,Rosebud County,730
30,089,Montana,Sanders County,565
30,091,Montana,Sheridan County,194
30,093,Montana,Silver Bow County,1945
30,095,Montana,Stillwater County,419
30,097,Montana,Sweet Grass County,187
30,099,Montana,Teton County,431
30,101,Montana,Toole County,318
30,103,Montana,Treasure County,56
30,105,Montana,Valley County,436
30,107,Montana,Wheatland County,108
30,109,Montana,Wibaux County,55
30,111,Montana,Yellowstone County,9847
31,001,Nebraska,Adams County,2021
31,003,Nebraska,Antelope County,414
31,005,Nebraska,Arthur County,24
31,007,Nebraska,Banner County,56
31,009,Nebraska,Blaine County,27
31,011,Nebraska,Boone County,317
31,013,Nebraska,Box Butte County,728
31,015,Nebraska,Boyd County,86
31,017,Nebraska,Brown County,150
31,019,Nebraska,Buffalo County,3292
31,021,Nebraska,Burt County,356
31,023,Nebraska,Butler County,437
31,025,Nebraska,Cass County,1475
31,027,Nebraska,Cedar County,539
31,029,Nebraska,Chase County,252
31,031,Nebraska,Cherry County,401
31,033,Nebraska,Cheyenne County,516
31,035,Nebraska,Clay County,426
31,037,Nebraska,Colfax County,944
31,039,Nebraska,Cuming County,588
31,041,Nebraska,Custer County,691
31,043,Nebraska,Dakota County,1769
31,045,Nebraska,Dawes County,395
31,047,Nebraska,Dawson County,1913
31,049,Nebraska,Deuel County,83
31,051,Nebraska,Dixon County,412
31,053,Nebraska,Dodge County,2433
31,055,Nebraska,Douglas County,42023
31,057,Nebraska,Dundy County,75
31,059,Nebraska,Fillmore County,286
31,061,Nebraska,Franklin County,175
31,063,Nebraska,Frontier County,134
31,065,Nebraska,Furnas County,270
31,067,Nebraska,Gage County,1222
31,069,Nebraska,Garden County,90
31,071,Nebraska,Garfield County,105
31,073,Nebraska,Gosper County,108
31,075,Nebraska,Grant County,53
31,077,Nebraska,Greeley County,154
31,079,Nebraska,Hall County,4779
31,081,Nebraska,Hamilton County,616
31,083,Nebraska,Harlan County,166
31,085,Nebraska,Hayes County,75
31,087,Nebraska,Hitchcock County,149
31,089,Nebraska,Holt County,685
31,091,Nebraska,Hooker County,38
31,093,Nebraska,Howard County,404
31,095,Nebraska,Jefferson County,376
31,097,Nebraska,Johnson County,244
31,099,Nebraska,Kearney County,416
31,101,Nebraska,Keith County,443
31,103,Nebraska,Keya Paha County,33
31,105,Nebraska,Kimball County,212
31,107,Nebraska,Knox County,525
31,109,Nebraska,Lancaster County,19724
31,111,Nebraska,Lincoln County,2096
31,113,Nebraska,Logan County,42
31,115,Nebraska,Loup County,38
31,117,Nebraska,McPherson County,14
31,119,Nebraska,Madison County,2562
31,121,Nebraska,Merrick County,451
31,123,Nebraska,Morrill County,253
31,125,Nebraska,Nance County,201
31,127,Nebraska,Nemaha County,449
31,129,Nebraska,Nuckolls County,203
31,131,Nebraska,Otoe County,1039
31,133,Nebraska,Pawnee County,168
31,135,Nebraska,Perkins County,185
31,137,Nebraska,Phelps County,561
31,139,Nebraska,Pierce County,460
31,141,Nebraska,Platte County,2418
31,143,Nebraska,Polk County,276
31,145,Nebraska,Red Willow County,657
31,147,Nebraska,Richardson County,435
31,149,Nebraska,Rock County,82
31,151,Nebraska,Saline County,979
31,153,Nebraska,Sarpy County,13262
31,155,Nebraska,Saunders County,1370
31,157,Nebraska,Scotts Bluff County,2345
31,159,Nebraska,Seward County,1014
31,161,Nebraska,Sheridan County,324
31,163,Nebraska,Sherman County,155
31,165,Nebraska,Sioux County,53
31,167,Nebraska,Stanton County,374
31,169,Nebraska,Thayer County,306
31,171,Nebraska,Thomas County,39
31,173,Nebraska,Thurston County,766
31,175,Nebraska,Valley County,234
31,177,Nebraska,Washington County,1148
31,179,Nebraska,Wayne County,499
31,181,Nebraska,Webster County,185
31,183,Nebraska,Wheeler County,44
31,185,Nebraska,York County,868
32,001,Nevada,Churchill County,1650
32,003,Nevada,Clark County,139473
32,005,Nevada,Douglas County,1639
32,007,Nevada,Elko County,3985
32,009,Nevada,Esmeralda County,29
32,011,Nevada,Eureka County,87
32,013,Nevada,Humboldt County,1176
32,015,Nevada,Lander County,415
32,017,Nevada,Lincoln County,270
32,019,Nevada,Lyon County,3271
32,021,Nevada,Mineral County,270
32,023,Nevada,Nye County,1985
32,027,Nevada,Pershing County,296
32,029,Nevada,Storey County,88
32,031,Nevada,Washoe County,27264
32,033,Nevada,White Pine County,518
32,510,Nevada,Carson City,3159
33,001,New Hampshire,Belknap County,2650
33,003,New Hampshire,Carroll County,1779
33,005,New Hampshire,Cheshire County,3413
33,007,New Hampshire,Coos County,1266
33,009,New Hampshire,Grafton County,3595
33,011,New Hampshire,Hillsborough County,21638
33,013,New Hampshire,Merrimack County,7048
33,015,New Hampshire,Rockingham County,14266
33,017,New Hampshire,Strafford County,5936
33,019,New Hampshire,Sullivan County,2030
34,001,New Jersey,Atlantic County,14120
34,003,New Jersey,Bergen County,49076
34,005,New Jersey,Burlington County,22732
34,007,New Jersey,Camden County,30362
34,009,New Jersey,Cape May County,4023
34,011,New Jersey,Cumberland County,9195
34,013,New Jersey,Essex County,52484
34,015,New Jersey,Gloucester County,15225
34,017,New Jersey,Hudson County,46359
34,019,New Jersey,Hunterdon County,5287
34,021,New Jersey,Mercer County,20752
34,023,New Jersey,Middlesex County,47152
34,025,New Jersey,Monmouth County,30327
34,027,New Jersey,Morris County,24516
34,029,New Jersey,Ocean County,43269
34,031,New Jersey,Passaic County,33624
34,033,New Jersey,Salem County,3469
34,035,New Jersey,Somerset County,16350
34,037,New Jersey,Sussex County,6428
34,039,New Jersey,Union County,35209
34,041,New Jersey,Warren County,4731
35,001,New Mexico,Bernalillo County,36827
35,003,New Mexico,Catron County,89
35,005,New Mexico,Chaves County,4192
35,006,New Mexico,Cibola County,1606
35,007,New Mexico,Colfax County,544
35,009,New Mexico,Curry County,3862
35,011,New Mexico,De Baca County,81
35,013,New Mexico,Doña Ana County,13678
35,015,New Mexico,Eddy County,4281
35,017,New Mexico,Grant County,1356
35,019,New Mexico,Guadalupe County,208
35,021,New Mexico,Harding County,17
35,023,New Mexico,Hidalgo County,263
35,025,New Mexico,Lea County,5686
35,027,New Mexico,Lincoln County,919
35,028,New Mexico,Los Alamos County,1007
35,029,New Mexico,Luna County,1779
35,031,New Mexico,McKinley County,4607
35,033,New Mexico,Mora County,205
35,035,New Mexico,Otero County,4496
35,037,New Mexico,Quay County,446
35,039,New Mexico,Rio Arriba County,2288
35,041,New Mexico,Roosevelt County,1265
35,043,New Mexico,Sandoval County,7874
35,045,New Mexico,San Juan County,7755
35,047,New Mexico,San Miguel County,1226
35,049,New Mexico,Santa Fe County,6201
35,051,New Mexico,Sierra County,516
35,053,New Mexico,Socorro County,937
35,055,New Mexico,Taos County,1412
35,057,New Mexico,Torrance County,800
35,059,New Mexico,Union County,193
35,061,New Mexico,Valencia County,4370
36,001,New York,Albany County,15204
36,003,New York,Allegany County,2424
36,005,New York,Bronx County,100199
36,007,New York,Broome County,9886
36,009,New York,Cattaraugus County,4160
36,011,New York,Cayuga County,3830
36,013,New York,Chautauqua County,6896
36,015,New York,Chemung County,4618
36,017,New York,Chenango County,2521
36,019,New York,Clinton County,3890
36,021,New York,Columbia County,2496
36,023,New York,Cortland County,2464
36,025,New York,Delaware County,1750
36,027,New York,Dutchess County,13561
36,029,New York,Erie County,50101
36,031,New York,Essex County,1479
36,033,New York,Franklin County,2348
36,035,New York,Fulton County,2685
36,037,New York,Genesee County,2936
36,039,New York,Greene County,1955
36,041,New York,Hamilton County,147
36,043,New York,Herkimer County,3060
36,045,New York,Jefferson County,8586
36,047,New York,Kings County,182926
36,049,New York,Lewis County,1632
36,051,New York,Livingston County,2662
36,053,New York,Madison County,3438
36,055,New York,Monroe County,40401
36,057,New York,Montgomery County,3146
36,059,New York,Nassau County,74099
36,061,New York,New York County,76144
36,063,New York,Niagara County,11030
36,065,New York,Oneida County,12867
36,067,New York,Onondaga County,25871
36,069,New York,Ontario County,5325
36,071,New York,Orange County,25894
36,073,New York,Orleans County,2026
36,075,New York,Oswego County,6342
36,077,New York,Otsego County,2480
36,079,New York,Putnam County,4404
36,081,New York,Queens County,137095
36,083,New York,Rensselaer County,8045
36,085,New York,Richmond County,27354
36,087,New York,Rockland County,26692
36,089,New York,St. Lawrence County,5414
36,091,New York,Saratoga County,11399
36,093,New York,Schenectady County,9181
36,095,New York,Schoharie County,1259
36,097,New York,Schuyler County,839
36,099,New York,Seneca County,1721
36,101,New York,Steuben County,5189
36,103,New York,Suffolk County,79139
36,105,New York,Sullivan County,4329
36,107,New York,Tioga County,2368
36,109,New York,Tompkins County,3867
36,111,New York,Ulster County,7660
36,113,New York,Warren County,2819
36,115,New York,Washington County,2858
36,117,New York,Wayne County,4966
36,119,New York,Westchester County,53538
36,121,New York,Wyoming County,1845
36,123,New York,Yates County,1541
37,001,North Carolina,Alamance County,9949
37,003,North Carolina,Alexander County,1877
37,005,North Carolina,Alleghany County,511
37,007,North Carolina,Anson County,1303
37,009,North Carolina,Ashe County,1074
37,011,North Carolina,Avery County,652
37,013,North Carolina,Beaufort County,2259
37,015,North Carolina,Bertie County,821
37,017,North Carolina,Bladen County,1591
37,019,North Carolina,Brunswick County,5342
37,021,North Carolina,Buncombe County,12641
37,023,North Carolina,Burke County,4309
37,025,North Carolina,Cabarrus County,13846
37,027,North Carolina,Caldwell County,4163
37,029,North Carolina,Camden County,540
37,031,North Carolina,Carteret County,2801
37,033,North Carolina,Caswell County,1108
37,035,North Carolina,Catawba County,8915
37,037,North Carolina,Chatham County,3573
37,039,North Carolina,Cherokee County,1192
37,041,North Carolina,Chowan County,700
37,043,North Carolina,Clay County,491
37,045,North Carolina,Cleveland County,5582
37,047,North Carolina,Columbus County,2905
37,049,North Carolina,Craven County,6361
37,051,North Carolina,Cumberland County,25257
37,053,North Carolina,Currituck County,1547
37,055,North Carolina,Dare County,1642
37,057,North Carolina,Davidson County,9200
37,059,North Carolina,Davie County,2086
37,061,North Carolina,Duplin County,3615
37,063,North Carolina,Durham County,20181
37,065,North Carolina,Edgecombe County,2940
37,067,North Carolina,Forsyth County,22361
37,069,North Carolina,Franklin County,3886
37,071,North Carolina,Gaston County,13358
37,073,North Carolina,Gates County,535
37,075,North Carolina,Graham County,401
37,077,North Carolina,Granville County,3107
37,079,North Carolina,Greene County,1047
37,081,North Carolina,Guilford County,31278
37,083,North Carolina,Halifax County,2765
37,085,North Carolina,Harnett County,9890
37,087,North Carolina,Haywood County,3051
37,089,North Carolina,Henderson County,5653
37,091,North Carolina,Hertford County,1067
37,093,North Carolina,Hoke County,4570
37,095,North Carolina,Hyde County,184
37,097,North Carolina,Iredell County,9922
37,099,North Carolina,Jackson County,1937
37,101,North Carolina,Johnston County,13056
37,103,North Carolina,Jones County,463
37,105,North Carolina,Lee County,3886
37,107,North Carolina,Lenoir County,3148
37,109,North Carolina,Lincoln County,4448
37,111,North Carolina,McDowell County,2282
37,113,North Carolina,Macon County,1737
37,115,North Carolina,Madison County,1014
37,117,North Carolina,Martin County,1229
37,119,North Carolina,Mecklenburg County,73307
37,121,North Carolina,Mitchell County,722
37,123,North Carolina,Montgomery County,1416
37,125,North Carolina,Moore County,5943
37,127,North Carolina,Nash County,5275
37,129,North Carolina,New Hanover County,11110
37,131,North Carolina,Northampton County,913
37,133,North Carolina,Onslow County,17151
37,135,North Carolina,Orange County,6466
37,137,North Carolina,Pamlico County,465
37,139,North Carolina,Pasquotank County,2431
37,141,North Carolina,Pender County,3578
37,143,North Carolina,Perquimans County,602
37,145,North Carolina,Person County,2085
37,147,North Carolina,Pitt County,10298
37,149,North Carolina,Polk County,784
37,151,North Carolina,Randolph County,8111
37,153,North Carolina,Richmond County,2754
37,155,North Carolina,Robeson County,8577
37,157,North Carolina,Rockingham County,4604
37,159,North Carolina,Rowan County,8258
37,161,North Carolina,Rutherford County,3424
37,163,North Carolina,Sampson County,4142
37,165,North Carolina,Scotland County,2293
37,167,North Carolina,Stanly County,3628
37,169,North Carolina,Stokes County,2055
37,171,North Carolina,Surry County,3804
37,173,North Carolina,Swain County,868
37,175,North Carolina,Transylvania County,1370
37,177,North Carolina,Tyrrell County,189
37,179,North Carolina,Union County,13351
37,181,North Carolina,Vance County,2755
37,183,North Carolina,Wake County,67236
37,185,North Carolina,Warren County,888
37,187,North Carolina,Washington County,595
37,189,North Carolina,Watauga County,1869
37,191,North Carolina,Wayne County,8085
37,193,North Carolina,Wilkes County,3466
37,195,North Carolina,Wilson County,4829
37,197,North Carolina,Yadkin County,1967
37,199,North Carolina,Yancey County,857
38,001,North Dakota,Adams County,118
38,003,North Dakota,Barnes County,500
38,005,North Dakota,Benson County,729
38,007,North Dakota,Billings County,70
38,009,North Dakota,Bottineau County,347
38,011,North Dakota,Bowman County,186
38,013,North Dakota,Burke County,161
38,015,North Dakota,Burleigh County,6350
38,017,North Dakota,Cass County,12599
38,019,North Dakota,Cavalier County,272
38,021,North Dakota,Dickey County,317
38,023,North Dakota,Divide County,146
38,025,North Dakota,Dunn County,338
38,027,North Dakota,Eddy County,173
38,029,North Dakota,Emmons County,165
38,031,North Dakota,Foster County,200
38,033,North Dakota,Golden Valley County,91
38,035,North Dakota,Grand Forks County,4765
38,037,North Dakota,Grant County,134
38,039,North Dakota,Griggs County,117
38,041,North Dakota,Hettinger County,202
38,043,North Dakota,Kidder County,147
38,045,North Dakota,LaMoure County,241
38,047,North Dakota,Logan County,114
38,049,North Dakota,McHenry County,350
38,051,North Dakota,McIntosh County,127
38,053,North Dakota,McKenzie County,1471
38,055,North Dakota,McLean County,584
38,057,North Dakota,Mercer County,489
38,059,North Dakota,Morton County,2235
38,061,North Dakota,Mountrail County,897
38,063,North Dakota,Nelson County,136
38,065,North Dakota,Oliver County,116
38,067,North Dakota,Pembina County,382
38,069,North Dakota,Pierce County,217
38,071,North Dakota,Ramsey County,811
38,073,North Dakota,Ransom County,294
38,075,North Dakota,Renville County,126
38,077,North Dakota,Richland County,1006
38,079,North Dakota,Rolette County,1224
38,081,North Dakota,Sargent County,242
38,083,North Dakota,Sheridan County,65
38,085,North Dakota,Sioux County,420
38,087,North Dakota,Slope County,45
38,089,North Dakota,Stark County,2709
38,091,North Dakota,Steele County,126
38,093,North Dakota,Stutsman County,1093
38,095,North Dakota,Towner County,125
38,097,North Dakota,Traill County,486
38,099,North Dakota,Walsh County,711
38,101,North Dakota,Ward County,5184
38,103,North Dakota,Wells County,220
38,105,North Dakota,Williams County,3728
39,001,Ohio,Adams County,1678
39,003,Ohio,Allen County,6281
39,005,Ohio,Ashland County,3057
39,007,Ohio,Ashtabula County,5557
39,009,Ohio,Athens County,2443
39,011,Ohio,Auglaize County,2910
39,013,Ohio,Belmont County,3164
39,015,Ohio,Brown County,2571
39,017,Ohio,Butler County,23010
39,019,Ohio,Carroll County,1432
39,021,Ohio,Champaign County,2135
39,023,Ohio,Clark County,7915
39,025,Ohio,Clermont County,11848
39,027,Ohio,Clinton County,2512
39,029,Ohio,Columbiana County,5257
39,031,Ohio,Coshocton County,2385
39,033,Ohio,Crawford County,2351
39,035,Ohio,Cuyahoga County,69994
39,037,Ohio,Darke County,3169
39,039,Ohio,Defiance County,2181
39,041,Ohio,Delaware County,12369
39,043,Ohio,Erie County,3930
39,045,Ohio,Fairfield County,9352
39,047,Ohio,Fayette County,1696
39,049,Ohio,Franklin County,91906
39,051,Ohio,Fulton County,2538
39,053,Ohio,Gallia County,1797
39,055,Ohio,Geauga County,4939
39,057,Ohio,Greene County,9397
39,059,Ohio,Guernsey County,2280
39,061,Ohio,Hamilton County,52832
39,063,Ohio,Hancock County,4471
39,065,Ohio,Hardin County,1875
39,067,Ohio,Harrison County,766
39,069,Ohio,Henry County,1599
39,071,Ohio,Highland County,2704
39,073,Ohio,Hocking County,1515
39,075,Ohio,Holmes County,3619
39,077,Ohio,Huron County,3719
39,079,Ohio,Jackson County,2130
39,081,Ohio,Jefferson County,3298
39,083,Ohio,Knox County,3808
39,085,Ohio,Lake County,11244
39,087,Ohio,Lawrence County,3247
39,089,Ohio,Licking County,10590
39,091,Ohio,Logan County,2782
39,093,Ohio,Lorain County,17139
39,095,Ohio,Lucas County,27260
39,097,Ohio,Madison County,2249
39,099,Ohio,Mahoning County,12122
39,101,Ohio,Marion County,3744
39,103,Ohio,Medina County,9403
39,105,Ohio,Meigs County,1203
39,107,Ohio,Mercer County,3168
39,109,Ohio,Miami County,6324
39,111,Ohio,Monroe County,683
39,113,Ohio,Montgomery County,32622
39,115,Ohio,Morgan County,757
39,117,Ohio,Morrow County,1938
39,119,Ohio,Muskingum County,5204
39,121,Ohio,Noble County,719
39,123,Ohio,Ottawa County,1750
39,125,Ohio,Paulding County,1069
39,127,Ohio,Perry County,2195
39,129,Ohio,Pickaway County,3171
39,131,Ohio,Pike County,1697
39,133,Ohio,Portage County,7282
39,135,Ohio,Preble County,2227
39,137,Ohio,Putnam County,2243
39,139,Ohio,Richland County,6887
39,141,Ohio,Ross County,4309
39,143,Ohio,Sandusky County,3274
39,145,Ohio,Scioto County,4336
39,147,Ohio,Seneca County,3092
39,149,Ohio,Shelby County,3137
39,151,Ohio,Stark County,20694
39,153,Ohio,Summit County,30065
39,155,Ohio,Trumbull County,10477
39,157,Ohio,Tuscarawas County,5790
39,159,Ohio,Union County,3767
39,161,Ohio,Van Wert County,1785
39,163,Ohio,Vinton County,753
39,165,Ohio,Warren County,13231
39,167,Ohio,Washington County,3014
39,169,Ohio,Wayne County,7560
39,171,Ohio,Williams County,2137
39,173,Ohio,Wood County,6889
39,175,Ohio,Wyandot County,1209
40,001,Oklahoma,Adair County,1640
40,003,Oklahoma,Alfalfa County,270
40,005,Oklahoma,Atoka County,815
40,007,Oklahoma,Beaver County,308
40,009,Oklahoma,Beckham County,1494
40,011,Oklahoma,Blaine County,639
40,013,Oklahoma,Bryan County,3099
40,015,Oklahoma,Caddo County,1929
40,017,Oklahoma,Canadian County,9922
40,019,Oklahoma,Carter County,3322
40,021,Oklahoma,Cherokee County,2721
40,023,Oklahoma,Choctaw County,1023
40,025,Oklahoma,Cimarron County,126
40,027,Oklahoma,Cleveland County,14783
40,029,Oklahoma,Coal County,379
40,031,Oklahoma,Comanche County,8283
40,033,Oklahoma,Cotton County,314
40,035,Oklahoma,Craig County,728
40,037,Oklahoma,Creek County,4279
40,039,Oklahoma,Custer County,1978
40,041,Oklahoma,Delaware County,2180
40,043,Oklahoma,Dewey County,331
40,045,Oklahoma,Ellis County,201
40,047,Oklahoma,Garfield County,4411
40,049,Oklahoma,Garvin County,1825
40,051,Oklahoma,Grady County,3102
40,053,Oklahoma,Grant County,265
40,055,Oklahoma,Greer County,288
40,057,Oklahoma,Harmon County,167
40,059,Oklahoma,Harper County,216
40,061,Oklahoma,Haskell County,721
40,063,Oklahoma,Hughes County,799
40,065,Oklahoma,Jackson County,1784
40,067,Oklahoma,Jefferson County,347
40,069,Oklahoma,Johnston County,669
40,071,Oklahoma,Kay County,2792
40,073,Oklahoma,Kingfisher County,1012
40,075,Oklahoma,Kiowa County,624
40,077,Oklahoma,Latimer County,615
40,079,Oklahoma,Le Flore County,3057
40,081,Oklahoma,Lincoln County,1976
40,083,Oklahoma,Logan County,2728
40,085,Oklahoma,Love County,649
40,087,Oklahoma,McClain County,2325
40,089,Oklahoma,McCurtain County,2211
40,091,Oklahoma,McIntosh County,966
40,093,Oklahoma,Major County,514
40,095,Oklahoma,Marshall County,1000
40,097,Oklahoma,Mayes County,2376
40,099,Oklahoma,Murray County,802
40,101,Oklahoma,Muskogee County,4414
40,103,Oklahoma,Noble County,672
40,105,Oklahoma,Nowata County,646
40,107,Oklahoma,Okfuskee County,706
40,109,Oklahoma,Oklahoma County,57818
40,111,Oklahoma,Okmulgee County,2275
40,113,Oklahoma,Osage County,2302
40,115,Oklahoma,Ottawa County,2082
40,117,Oklahoma,Pawnee County,966
40,119,Oklahoma,Payne County,4082
40,121,Oklahoma,Pittsburg County,2565
40,123,Oklahoma,Pontotoc County,2540
40,125,Oklahoma,Pottawatomie County,4371
40,127,Oklahoma,Pushmataha County,613
40,129,Oklahoma,Roger Mills County,225
40,131,Oklahoma,Rogers County,5363
40,133,Oklahoma,Seminole County,1535
40,135,Oklahoma,Sequoyah County,2635
40,137,Oklahoma,Stephens County,2520
40,139,Oklahoma,Texas County,1708
40,141,Oklahoma,Tillman County,401
40,143,Oklahoma,Tulsa County,45649
40,145,Oklahoma,Wagoner County,4714
40,147,Oklahoma,Washington County,3226
40,149,Oklahoma,Washita County,679
40,151,Oklahoma,Woods County,516
40,153,Oklahoma,Woodward County,1305
41,001,Oregon,Baker County,822
41,003,Oregon,Benton County,3745
41,005,Oregon,Clackamas County,21944
41,007,Oregon,Clatsop County,1990
41,009,Oregon,Columbia County,2755
41,011,Oregon,Coos County,3096
41,013,Oregon,Crook County,1366
41,015,Oregon,Curry County,860
41,017,Oregon,Deschutes County,9955
41,019,Oregon,Douglas County,5658
41,021,Oregon,Gilliam County,84
41,023,Oregon,Grant County,335
41,025,Oregon,Harney County,407
41,027,Oregon,Hood River County,1433
41,029,Oregon,Jackson County,11846
41,031,Oregon,Jefferson County,1563
41,033,Oregon,Josephine County,4472
41,035,Oregon,Klamath County,4104
41,037,Oregon,Lake County,383
41,039,Oregon,Lane County,18314
41,041,Oregon,Lincoln County,2026
41,043,Oregon,Linn County,7798
41,045,Oregon,Malheur County,2107
41,047,Oregon,Marion County,22729
41,049,Oregon,Morrow County,849
41,051,Oregon,Multnomah County,41589
41,053,Oregon,Polk County,4752
41,055,Oregon,Sherman County,89
41,057,Oregon,Tillamook County,1263
41,059,Oregon,Umatilla County,4993
41,061,Oregon,Union County,1502
41,063,Oregon,Wallowa County,341
41,065,Oregon,Wasco County,1667
41,067,Oregon,Washington County,34984
41,069,Oregon,Wheeler County,48
41,071,Oregon,Yamhill County,5942
42,001,Pennsylvania,Adams County,5062
42,003,Pennsylvania,Allegheny County,63771
42,005,Pennsylvania,Armstrong County,3168
42,007,Pennsylvania,Beaver County,8218
42,009,Pennsylvania,Bedford County,2327
42,011,Pennsylvania,Berks County,24028
42,013,Pennsylvania,Blair County,6262
42,015,Pennsylvania,Bradford County,3362
42,017,Pennsylvania,Bucks County,30380
42,019,Pennsylvania,Butler County,9304
42,021,Pennsylvania,Cambria County,6437
42,023,Pennsylvania,Cameron County,212
42,025,Pennsylvania,Carbon County,3074
42,027,Pennsylvania,Centre County,6142
42,029,Pennsylvania,Chester County,28735
42,031,Pennsylvania,Clarion County,1978
42,033,Pennsylvania,Clearfield County,3702
42,035,Pennsylvania,Clinton County,1965
42,037,Pennsylvania,Columbia County,2808
42,039,Pennsylvania,Crawford County,4659
42,041,Pennsylvania,Cumberland County,13604
42,043,Pennsylvania,Dauphin County,17082
42,045,Pennsylvania,Delaware County,33447
42,047,Pennsylvania,Elk County,1438
42,049,Pennsylvania,Erie County,15052
42,051,Pennsylvania,Fayette County,6474
42,053,Pennsylvania,Forest County,137
42,055,Pennsylvania,Franklin County,9043
42,057,Pennsylvania,Fulton County,746
42,059,Pennsylvania,Greene County,1897
42,061,Pennsylvania,Huntingdon County,1935
42,063,Pennsylvania,Indiana County,3884
42,065,Pennsylvania,Jefferson County,2413
42,067,Pennsylvania,Juniata County,1444
42,069,Pennsylvania,Lackawanna County,11010
42,071,Pennsylvania,Lancaster County,35707
42,073,Pennsylvania,Lawrence County,4541
42,075,Pennsylvania,Lebanon County,8276
42,077,Pennsylvania,Lehigh County,21945
42,079,Pennsylvania,Luzerne County,16675
42,081,Pennsylvania,Lycoming County,6000
42,083,Pennsylvania,McKean County,1959
42,085,Pennsylvania,Mercer County,5379
42,087,Pennsylvania,Mifflin County,2835
42,089,Pennsylvania,Monroe County,7948
42,091,Pennsylvania,Montgomery County,45350
42,093,Pennsylvania,Montour County,1048
42,095,Pennsylvania,Northampton County,14514
42,097,Pennsylvania,Northumberland County,4707
42,099,Pennsylvania,Perry County,2635
42,101,Pennsylvania,Philadelphia County,102418
42,103,Pennsylvania,Pike County,2222
42,105,Pennsylvania,Potter County,831
42,107,Pennsylvania,Schuylkill County,6864
42,109,Pennsylvania,Snyder County,2190
42,111,Pennsylvania,Somerset County,3345
42,113,Pennsylvania,Sullivan County,173
42,115,Pennsylvania,Susquehanna County,1858
42,117,Pennsylvania,Tioga County,2122
42,119,Pennsylvania,Union County,2086
42,121,Pennsylvania,Venango County,2401
42,123,Pennsylvania,Warren County,2071
42,125,Pennsylvania,Washington County,10290
42,127,Pennsylvania,Wayne County,2033
42,129,Pennsylvania,Westmoreland County,15556
42,131,Pennsylvania,Wyoming County,1318
42,133,Pennsylvania,York County,25427
44,001,Rhode Island,Bristol County,1973
44,003,Rhode Island,Kent County,8098
44,005,Rhode Island,Newport County,3572
44,007,Rhode Island,Providence County,36296
44,009,Rhode Island,Washington County,4582
45,001,South Carolina,Abbeville County,1165
45,003,South Carolina,Aiken County,9657
45,005,South Carolina,Allendale County,429
45,007,South Carolina,Anderson County,11874
45,009,South Carolina,Bamberg County,646
45,011,South Carolina,Barnwell County,1202
45,013,South Carolina,Beaufort County,9598
45,015,South Carolina,Berkeley County,14590
45,017,South Carolina,Calhoun County,683
45,019,South Carolina,Charleston County,23462
45,021,South Carolina,Cherokee County,3374
45,023,South Carolina,Chester County,1853
45,025,South Carolina,Chesterfield County,2557
45,027,South Carolina,Clarendon County,1515
