NAME,NESTAB,NAICS2017,state,county
"Patrick County, Virginia",10,6244,51,141
"Powhatan County, Virginia",23,6244,51,145
"Rockbridge County, Virginia",13,6244,51,163
"Shenandoah County, Virginia",50,6244,51,171
"Fauquier County, Virginia",83,6244,51,061
"Staunton city, Virginia",19,6244,51,790
"Tulare County, California",1511,6244,06,107
"Yolo County, California",323,6244,06,113
"Humboldt County, California",220,6244,06,023
"Nevada County, California",124,6244,06,057
"Madera County, California",337,6244,06,039
"Mendocino County, California",150,6244,06,045
"Santa Cruz County, California",378,6244,06,087
"Trinity County, California",20,6244,06,105
"Los Angeles County, California",27750,6244,06,037
"Riverside County, California",5132,6244,06,065
"San Bernardino County, California",6528,6244,06,071
"Santa Clara County, California",2943,6244,06,085
"Marin County, California",342,6244,06,041
"Placer County, California",478,6244,06,061
"Siskiyou County, California",80,6244,06,093
"Shasta County, California",218,6244,06,089
"Solano County, California",865,6244,06,095
"Del Norte County, California",61,6244,06,015
"Colusa County, California",51,6244,06,011
"Glenn County, California",72,6244,06,021
"Butte County, California",278,6244,06,007
"Kings County, California",451,6244,06,031
"Plumas County, California",51,6244,06,063
"San Luis Obispo County, California",345,6244,06,079
"Fresno County, California",2898,6244,06,019
"Kern County, California",3037,6244,06,029
"Orange County, California",4437,6244,06,059
"Ventura County, California",1216,6244,06,111
"Calaveras County, California",57,6244,06,009
"San Joaquin County, California",1709,6244,06,077
"Sutter County, California",167,6244,06,101
"San Mateo County, California",1219,6244,06,081
"Tuolumne County, California",69,6244,06,109
"Amador County, California",70,6244,06,005
"Phillips County, Colorado",9,6244,08,095
"Archuleta County, Colorado",14,6244,08,007
"Denver County, Colorado",928,6244,08,031
"Kiowa County, Colorado",3,6244,08,061
"Baca County, Colorado",5,6244,08,009
"Chaffee County, Colorado",18,6244,08,015
"Gilpin County, Colorado",10,6244,08,047
"Kit Carson County, Colorado",27,6244,08,063
"Garfield County, Colorado",83,6244,08,045
"Gunnison County, Colorado",14,6244,08,051
"Jefferson County, Colorado",755,6244,08,059
"Ouray County, Colorado",6,6244,08,091
"Rio Blanco County, Colorado",16,6244,08,103
"Weld County, Colorado",594,6244,08,123
"San Diego County, California",6053,6244,06,073
"Conejos County, Colorado",17,6244,08,021
"Custer County, Colorado",4,6244,08,027
"Adams County, Colorado",772,6244,08,001
"Douglas County, Colorado",423,6244,08,035
"Eagle County, Colorado",78,6244,08,037
"Lake County, Colorado",3,6244,08,065
"La Plata County, Colorado",37,6244,08,067
"Moffat County, Colorado",20,6244,08,081
"Pitkin County, Colorado",18,6244,08,097
"Rio Grande County, Colorado",24,6244,08,105
"Cheyenne County, Colorado",5,6244,08,017
"Bent County, Colorado",7,6244,08,011
"Larimer County, Colorado",489,6244,08,069
"Logan County, Colorado",40,6244,08,075
"Montezuma County, Colorado",34,6244,08,083
"San Miguel County, Colorado",13,6244,08,113
"Teller County, Colorado",22,6244,08,119
"Boulder County, Colorado",323,6244,08,013
"Elbert County, Colorado",19,6244,08,039
"Las Animas County, Colorado",8,6244,08,071
"Yuma County, Colorado",16,6244,08,125
"Lincoln County, Colorado",11,6244,08,073
"Routt County, Colorado",36,6244,08,107
"Summit County, Colorado",23,6244,08,117
"Alamosa County, Colorado",25,6244,08,003
"Delta County, Colorado",36,6244,08,029
"Fremont County, Colorado",28,6244,08,043
"Franklin County, Pennsylvania",215,6244,42,055
"Union County, Pennsylvania",32,6244,42,119
"Wayne County, Pennsylvania",36,6244,42,127
"Washington County, Pennsylvania",72,6244,42,125
"Bedford County, Pennsylvania",29,6244,42,009
"Monroe County, Pennsylvania",128,6244,42,089
"Huntingdon County, Pennsylvania",39,6244,42,061
"Philadelphia County, Pennsylvania",2488,6244,42,101
"York County, Pennsylvania",453,6244,42,133
"Indiana County, Pennsylvania",44,6244,42,063
"Cumberland County, Pennsylvania",185,6244,42,041
"Allegheny County, Pennsylvania",1008,6244,42,003
"Westmoreland County, Pennsylvania",149,6244,42,129
"Blair County, Pennsylvania",47,6244,42,013
"Lawrence County, Pennsylvania",73,6244,42,073
"Bradford County, Pennsylvania",50,6244,42,015
"Cambria County, Pennsylvania",79,6244,42,021
"Chester County, Pennsylvania",307,6244,42,029
"Berks County, Pennsylvania",589,6244,42,011
"Somerset County, Pennsylvania",34,6244,42,111
"Mifflin County, Pennsylvania",42,6244,42,087
"Mercer County, Missouri",5,6244,29,129
"Madison County, Missouri",13,6244,29,123
"Wright County, Missouri",37,6244,29,229
"Clay County, Missouri",389,6244,29,047
"Vernon County, Missouri",42,6244,29,217
"Dent County, Missouri",13,6244,29,065
"Saline County, Missouri",33,6244,29,195
"Nodaway County, Missouri",69,6244,29,147
"Worth County, Missouri",6,6244,29,227
"Chariton County, Missouri",25,6244,29,041
"Grundy County, Missouri",18,6244,29,079
"Morgan County, Missouri",43,6244,29,141
"Wayne County, Missouri",9,6244,29,223
"Reynolds County, Missouri",18,6244,29,179
"St. Louis County, Missouri",1560,6244,29,189
"Scott County, Missouri",92,6244,29,201
"Stone County, Missouri",34,6244,29,209
"Barry County, Missouri",55,6244,29,009
"Barton County, Missouri",28,6244,29,011
"Boone County, Missouri",384,6244,29,019
"Cedar County, Missouri",23,6244,29,039
"Cole County, Missouri",220,6244,29,051
"Crawford County, Missouri",39,6244,29,055
"Gasconade County, Missouri",35,6244,29,073
"Iron County, Missouri",4,6244,29,093
"Livingston County, Missouri",37,6244,29,117
"Macon County, Missouri",26,6244,29,121
"Moniteau County, Missouri",29,6244,29,135
"Oregon County, Missouri",19,6244,29,149
"Pemiscot County, Missouri",82,6244,29,155
"Pettis County, Missouri",86,6244,29,159
"Ste. Genevieve County, Missouri",24,6244,29,186
"Shannon County, Missouri",7,6244,29,203
"Randolph County, Missouri",39,6244,29,175
"Douglas County, Missouri",11,6244,29,067
"Dunklin County, Missouri",70,6244,29,069
"Franklin County, Missouri",182,6244,29,071
"Henry County, Missouri",44,6244,29,083
"Howard County, Missouri",37,6244,29,089
"Jackson County, Missouri",1281,6244,29,095
"Putnam County, Missouri",11,6244,29,171
"Lawrence County, Missouri",82,6244,29,109
"Miller County, Missouri",52,6244,29,131
"Pulaski County, Missouri",64,6244,29,169
"Taney County, Missouri",87,6244,29,213
"Texas County, Missouri",27,6244,29,215
"Buchanan County, Missouri",111,6244,29,021
"Caldwell County, Missouri",24,6244,29,025
"Callaway County, Missouri",82,6244,29,027
"Cass County, Missouri",176,6244,29,037
"Clinton County, Missouri",42,6244,29,049
"Cooper County, Missouri",36,6244,29,053
"Dallas County, Missouri",23,6244,29,059
"Gentry County, Missouri",26,6244,29,075
"Hickory County, Missouri",12,6244,29,085
"Lincoln County, Missouri",76,6244,29,113
"Mississippi County, Missouri",14,6244,29,133
"Monroe County, Missouri",19,6244,29,137
"Newton County, Missouri",79,6244,29,145
"Ozark County, Missouri",11,6244,29,153
"Pike County, Missouri",37,6244,29,163
"St. Charles County, Missouri",475,6244,29,183
"Bollinger County, Missouri",25,6244,29,017
"Cape Girardeau County, Missouri",165,6244,29,031
"Fluvanna County, Virginia",39,6244,51,065
"Amelia County, Virginia",16,6244,51,007
"Radford city, Virginia",11,6244,51,750
"Winchester city, Virginia",27,6244,51,840
"Accomack County, Virginia",45,6244,51,001
"Craig County, Virginia",4,6244,51,045
"Floyd County, Virginia",17,6244,51,063
"Giles County, Virginia",7,6244,51,071
"Grayson County, Virginia",17,6244,51,077
"Nottoway County, Virginia",21,6244,51,135
"Rappahannock County, Virginia",4,6244,51,157
"Charles City County, Virginia",6,6244,51,036
"Culpeper County, Virginia",67,6244,51,047
"Dinwiddie County, Virginia",32,6244,51,053
"Greene County, Virginia",28,6244,51,079
"Hanover County, Virginia",101,6244,51,085
"Lunenburg County, Virginia",13,6244,51,111
"Orange County, Virginia",59,6244,51,137
"Emporia city, Virginia",12,6244,51,595
"Wythe County, Virginia",22,6244,51,197
"Chesapeake city, Virginia",409,6244,51,550
"Colonial Heights city, Virginia",14,6244,51,570
"Harrisonburg city, Virginia",55,6244,51,660
"Albemarle County, Virginia",110,6244,51,003
"Bland County, Virginia",6,6244,51,021
"Bedford County, Virginia",70,6244,51,019
"Botetourt County, Virginia",29,6244,51,023
"Buckingham County, Virginia",4,6244,51,029
"Wise County, Virginia",24,6244,51,195
"Bristol city, Virginia",15,6244,51,520
"Covington city, Virginia",5,6244,51,580
"Portsmouth city, Virginia",268,6244,51,740
"Williamsburg city, Virginia",8,6244,51,830
"Virginia Beach city, Virginia",719,6244,51,810
"Westmoreland County, Virginia",15,6244,51,193
"Carroll County, Virginia",26,6244,51,035
"Galax city, Virginia",9,6244,51,640
"Washington County, Virginia",46,6244,51,191
"Northumberland County, Virginia",10,6244,51,133
"Page County, Virginia",16,6244,51,139
"Pulaski County, Virginia",20,6244,51,155
"Warren County, Virginia",47,6244,51,187
"Alexandria city, Virginia",288,6244,51,510
"Danville city, Virginia",145,6244,51,590
"Fredericksburg city, Virginia",41,6244,51,630
"Hampton city, Virginia",273,6244,51,650
"Amherst County, Virginia",25,6244,51,009
"Arlington County, Virginia",348,6244,51,013
"Bath County, Virginia",4,6244,51,017
"Hopewell city, Virginia",60,6244,51,670
"Newport News city, Virginia",414,6244,51,700
"Frederick County, Virginia",84,6244,51,069
"Stafford County, Virginia",220,6244,51,179
"Lynchburg city, Virginia",98,6244,51,680
"York County, Virginia",60,6244,51,199
"Richmond city, Virginia",435,6244,51,760
"Martinsville city, Virginia",14,6244,51,690
"Nelson County, Virginia",9,6244,51,125
"Essex County, Virginia",11,6244,51,057
"Pittsylvania County, Virginia",76,6244,51,143
"Tazewell County, Virginia",29,6244,51,185
"Buena Vista city, Virginia",7,6244,51,530
"Falls Church city, Virginia",16,6244,51,610
"Manassas Park city, Virginia",41,6244,51,685
"Petersburg city, Virginia",81,6244,51,730
"Poquoson city, Virginia",11,6244,51,735
"Sussex County, Virginia",14,6244,51,183
"Fairfax city, Virginia",59,6244,51,600
"Waynesboro city, Virginia",25,6244,51,820
"Manassas city, Virginia",89,6244,51,683
"Roanoke city, Virginia",134,6244,51,770
"Salem city, Virginia",27,6244,51,775
"Suffolk city, Virginia",215,6244,51,800
"Norfolk city, Virginia",569,6244,51,710
"Charlotte County, Virginia",20,6244,51,037
"Chesterfield County, Virginia",435,6244,51,041
"Fairfax County, Virginia",2626,6244,51,059
"Greensville County, Virginia",12,6244,51,081
"Okanogan County, Washington",41,6244,53,047
"Kittitas County, Washington",26,6244,53,037
"Thurston County, Washington",252,6244,53,067
"Benton County, Washington",228,6244,53,005
"Columbia County, Washington",4,6244,53,013
"Clark County, Washington",450,6244,53,011
"Pueblo County, Colorado",185,6244,08,101
"Montrose County, Colorado",64,6244,08,085
"Morgan County, Colorado",47,6244,08,087
"Park County, Colorado",11,6244,08,093
"Saguache County, Colorado",3,6244,08,109
"Mesa County, Colorado",206,6244,08,077
"Prowers County, Colorado",26,6244,08,099
"Arapahoe County, Colorado",949,6244,08,005
"El Paso County, Colorado",937,6244,08,041
"Washington County, Colorado",11,6244,08,121
"Grand County, Colorado",10,6244,08,049
"Otero County, Colorado",20,6244,08,089
"Broomfield County, Colorado",63,6244,08,014
"New Castle County, Delaware",589,6244,10,003
"Sussex County, Delaware",223,6244,10,005
"Kent County, Delaware",186,6244,10,001
"District of Columbia, District of Columbia",899,6244,11,001
"New Haven County, Connecticut",1596,6244,09,009
"Litchfield County, Connecticut",149,6244,09,005
"Hartford County, Connecticut",1907,6244,09,003
"Windham County, Connecticut",157,6244,09,015
"New London County, Connecticut",257,6244,09,011
"Middlesex County, Connecticut",155,6244,09,007
"Tolland County, Connecticut",159,6244,09,013
"Fairfield County, Connecticut",1841,6244,09,001
"Washington County, Florida",34,6244,12,133
"Duval County, Florida",1736,6244,12,031
"Bradford County, Florida",28,6244,12,007
"Brevard County, Florida",515,6244,12,009
"Clay County, Florida",234,6244,12,019
"Lafayette County, Florida",7,6244,12,067
"Lake County, Florida",424,6244,12,069
"Nassau County, Florida",73,6244,12,089
"Pinellas County, Florida",1086,6244,12,103
"Polk County, Florida",1339,6244,12,105
"St. Lucie County, Florida",382,6244,12,111
"Glades County, Florida",8,6244,12,043
"Hendry County, Florida",74,6244,12,051
"Indian River County, Florida",141,6244,12,061
"Jackson County, Florida",72,6244,12,063
"Palm Beach County, Florida",2045,6244,12,099
"St. Johns County, Florida",179,6244,12,109
"Seminole County, Florida",600,6244,12,117
"Miami-Dade County, Florida",5665,6244,12,086
"Bay County, Florida",179,6244,12,005
"Flagler County, Florida",89,6244,12,035
"Franklin County, Florida",19,6244,12,037
"Gulf County, Florida",12,6244,12,045
"Hamilton County, Florida",21,6244,12,047
"Liberty County, Florida",4,6244,12,077
"Osceola County, Florida",985,6244,12,097
"Sumter County, Florida",59,6244,12,119
"Walton County, Florida",72,6244,12,131
"Gadsden County, Florida",147,6244,12,039
"Holmes County, Florida",27,6244,12,059
"Jefferson County, Florida",19,6244,12,065
"Lee County, Florida",821,6244,12,071
"Marion County, Florida",519,6244,12,083
"Hardee County, Florida",50,6244,12,049
"Collier County, Florida",295,6244,12,021
"Okeechobee County, Florida",47,6244,12,093
"Orange County, Florida",3072,6244,12,095
"Pasco County, Florida",575,6244,12,101
"Gilchrist County, Florida",19,6244,12,041
"Highlands County, Florida",133,6244,12,055
"Suwannee County, Florida",68,6244,12,121
"Charlotte County, Florida",83,6244,12,015
"Alachua County, Florida",331,6244,12,001
"DeSoto County, Florida",73,6244,12,027
"Calhoun County, Florida",21,6244,12,013
"Columbia County, Florida",81,6244,12,023
"Dixie County, Florida",20,6244,12,029
"Martin County, Florida",89,6244,12,085
"Putnam County, Florida",183,6244,12,107
"Sarasota County, Florida",293,6244,12,115
"Union County, Florida",21,6244,12,125
"Manatee County, Florida",435,6244,12,081
"Citrus County, Florida",126,6244,12,017
"Levy County, Florida",49,6244,12,075
"Baker County, Florida",43,6244,12,003
"Santa Rosa County, Florida",184,6244,12,113
"Volusia County, Florida",659,6244,12,127
"Leon County, Florida",432,6244,12,073
"Broward County, Florida",3350,6244,12,011
"Madison County, Florida",49,6244,12,079
"Monroe County, Florida",52,6244,12,087
"Shelby County, Missouri",22,6244,29,205
"Webster County, Missouri",67,6244,29,225
"Atchison County, Missouri",11,6244,29,005
"Bates County, Missouri",25,6244,29,013
"Benton County, Missouri",22,6244,29,015
"Carter County, Missouri",7,6244,29,035
"Dade County, Missouri",12,6244,29,057
"Linn County, Missouri",33,6244,29,115
"Howell County, Missouri",72,6244,29,091
"Johnson County, Missouri",97,6244,29,101
"Laclede County, Missouri",71,6244,29,105
"Maries County, Missouri",28,6244,29,125
"Phelps County, Missouri",61,6244,29,161
"Platte County, Missouri",123,6244,29,165
"St. Francois County, Missouri",62,6244,29,187
"St. Louis city, Missouri",746,6244,29,510
"Andrew County, Missouri",29,6244,29,003
"Butler County, Missouri",65,6244,29,023
"Carroll County, Missouri",18,6244,29,033
"Daviess County, Missouri",13,6244,29,061
"Holt County, Missouri",7,6244,29,087
"Knox County, Missouri",9,6244,29,103
"Marion County, Missouri",52,6244,29,127
"Montgomery County, Missouri",19,6244,29,139
"Osage County, Missouri",42,6244,29,151
"Ripley County, Missouri",25,6244,29,181
"Stoddard County, Missouri",37,6244,29,207
"Warren County, Missouri",61,6244,29,219
"Washington County, Missouri",27,6244,29,221
"Audrain County, Missouri",80,6244,29,007
"Christian County, Missouri",121,6244,29,043
"DeKalb County, Missouri",19,6244,29,063
"Greene County, Missouri",452,6244,29,077
"Harrison County, Missouri",13,6244,29,081
"Lafayette County, Missouri",59,6244,29,107
"St. Clair County, Missouri",18,6244,29,185
"Adair County, Missouri",41,6244,29,001
"Schuyler County, Missouri",11,6244,29,197
"Scotland County, Missouri",13,6244,29,199
"Sullivan County, Missouri",14,6244,29,211
"Jefferson County, Missouri",214,6244,29,099
"Camden County, Missouri",37,6244,29,029
"Clark County, Missouri",18,6244,29,045
"Jasper County, Missouri",214,6244,29,097
"Lewis County, Missouri",20,6244,29,111
"McDonald County, Missouri",23,6244,29,119
"New Madrid County, Missouri",49,6244,29,143
"Perry County, Missouri",30,6244,29,157
"Polk County, Missouri",48,6244,29,167
"Ralls County, Missouri",17,6244,29,173
"Ray County, Missouri",36,6244,29,177
"Custer County, Montana",26,6244,30,017
"Hill County, Montana",25,6244,30,041
"Chouteau County, Montana",9,6244,30,015
"Powder River County, Montana",4,6244,30,075
"Lincoln County, Montana",21,6244,30,053
"Park County, Montana",12,6244,30,067
"Roosevelt County, Montana",21,6244,30,085
"Blaine County, Montana",11,6244,30,005
"Liberty County, Montana",3,6244,30,051
"Sweet Grass County, Montana",7,6244,30,097
"Richland County, Montana",23,6244,30,083
"Teton County, Montana",19,6244,30,099
"Toole County, Montana",8,6244,30,101
"Glacier County, Montana",29,6244,30,035
"Fallon County, Montana",6,6244,30,025
"Daniels County, Montana",6,6244,30,019
"Judith Basin County, Montana",4,6244,30,045
"Silver Bow County, Montana",44,6244,30,093
"Stillwater County, Montana",6,6244,30,095
"Deer Lodge County, Montana",8,6244,30,023
"Jefferson County, Montana",8,6244,30,043
"Granite County, Montana",4,6244,30,039
"McCone County, Montana",3,6244,30,055
"Madison County, Montana",13,6244,30,057
"Rosebud County, Montana",35,6244,30,087
"Sheridan County, Montana",7,6244,30,091
"Dawson County, Montana",19,6244,30,021
"Big Horn County, Montana",10,6244,30,003
"Broadwater County, Montana",10,6244,30,007
"Lake County, Montana",40,6244,30,047
"Lewis and Clark County, Montana",112,6244,30,049
"Asotin County, Washington",12,6244,53,003
"Adams County, Washington",48,6244,53,001
"Mason County, Washington",49,6244,53,045
"Skagit County, Washington",92,6244,53,057
"Stevens County, Washington",32,6244,53,065
"Spokane County, Washington",343,6244,53,063
"Lincoln County, Washington",5,6244,53,043
"Chelan County, Washington",117,6244,53,007
"Jefferson County, Washington",19,6244,53,031
"Kitsap County, Washington",205,6244,53,035
"King County, Washington",2439,6244,53,033
"Skamania County, Washington",7,6244,53,059
"Pacific County, Washington",7,6244,53,049
"Pend Oreille County, Washington",5,6244,53,051
"San Juan County, Washington",11,6244,53,055
"Whitman County, Washington",28,6244,53,075
"Yakima County, Washington",422,6244,53,077
"Clallam County, Washington",48,6244,53,009
"Cowlitz County, Washington",55,6244,53,015
"Klickitat County, Washington",18,6244,53,039
"Lewis County, Washington",39,6244,53,041
"Douglas County, Washington",79,6244,53,017
"Grays Harbor County, Washington",46,6244,53,027
"Island County, Washington",68,6244,53,029
"Pierce County, Washington",737,6244,53,053
"Franklin County, Washington",198,6244,53,021
"Walla Walla County, Washington",55,6244,53,071
"Grant County, Washington",183,6244,53,025
"Whatcom County, Washington",156,6244,53,073
"Snohomish County, Washington",712,6244,53,061
"Grant County, West Virginia",16,6244,54,023
"Hampshire County, West Virginia",23,6244,54,027
"Summers County, West Virginia",8,6244,54,089
"Brooke County, West Virginia",15,6244,54,009
"Doddridge County, West Virginia",3,6244,54,017
"Greenbrier County, West Virginia",57,6244,54,025
"Hardy County, West Virginia",19,6244,54,031
"Marion County, West Virginia",49,6244,54,049
"Mineral County, West Virginia",35,6244,54,057
"Mingo County, West Virginia",13,6244,54,059
"Hancock County, West Virginia",33,6244,54,029
"Lewis County, West Virginia",27,6244,54,041
"Marshall County, West Virginia",27,6244,54,051
"Nicholas County, West Virginia",21,6244,54,067
"Pocahontas County, West Virginia",12,6244,54,075
"Tucker County, West Virginia",12,6244,54,093
"Tyler County, West Virginia",7,6244,54,095
"Randolph County, West Virginia",34,6244,54,083
"Roane County, West Virginia",6,6244,54,087
"Taylor County, West Virginia",10,6244,54,091
"Wirt County, West Virginia",4,6244,54,105
"Wood County, West Virginia",58,6244,54,107
"Clay County, West Virginia",3,6244,54,015
"Gilmer County, West Virginia",4,6244,54,021
"Mason County, West Virginia",12,6244,54,053
"Monongalia County, West Virginia",47,6244,54,061
"Monroe County, West Virginia",7,6244,54,063
"Pleasants County, West Virginia",3,6244,54,073
"Wetzel County, West Virginia",15,6244,54,103
"Cabell County, West Virginia",95,6244,54,011
"Jefferson County, West Virginia",74,6244,54,037
"Kanawha County, West Virginia",133,6244,54,039
"Logan County, West Virginia",24,6244,54,045
"Pendleton County, West Virginia",8,6244,54,071
"Preston County, West Virginia",22,6244,54,077
"Harrison County, West Virginia",79,6244,54,033
"Morgan County, West Virginia",8,6244,54,065
"Ohio County, West Virginia",49,6244,54,069
"Ritchie County, West Virginia",12,6244,54,085
"Lincoln County, West Virginia",11,6244,54,043
"Raleigh County, West Virginia",79,6244,54,081
"Braxton County, West Virginia",7,6244,54,007
"Putnam County, West Virginia",45,6244,54,079
"Barbour County, West Virginia",31,6244,54,001
"Boone County, West Virginia",16,6244,54,005
"McDowell County, West Virginia",14,6244,54,047
"Wayne County, West Virginia",36,6244,54,099
"Wyoming County, West Virginia",17,6244,54,109
"Jackson County, West Virginia",15,6244,54,035
"Hernando County, Florida",166,6244,12,053
"Hillsborough County, Florida",2585,6244,12,057
"Okaloosa County, Florida",235,6244,12,091
"Taylor County, Florida",36,6244,12,123
"Wakulla County, Florida",39,6244,12,129
"Lumpkin County, Georgia",29,6244,13,187
"McDuffie County, Georgia",75,6244,13,189
"Miller County, Georgia",8,6244,13,201
"Morgan County, Georgia",35,6244,13,211
"Heard County, Georgia",36,6244,13,149
"Oconee County, Georgia",17,6244,13,219
"Dougherty County, Georgia",252,6244,13,095
"Fannin County, Georgia",17,6244,13,111
"Henry County, Georgia",463,6244,13,151
"Houston County, Georgia",296,6244,13,153
"Laurens County, Georgia",139,6244,13,175
"Long County, Georgia",32,6244,13,183
"Spalding County, Georgia",214,6244,13,255
"Stephens County, Georgia",36,6244,13,257
"Telfair County, Georgia",45,6244,13,271
"Union County, Georgia",14,6244,13,291
"Upson County, Georgia",44,6244,13,293
"Washington County, Georgia",45,6244,13,303
"White County, Georgia",35,6244,13,311
"Peach County, Georgia",70,6244,13,225
"Paulding County, Georgia",245,6244,13,223
"Pierce County, Georgia",34,6244,13,229
"Pike County, Georgia",18,6244,13,231
"Richmond County, Georgia",582,6244,13,245
"Screven County, Georgia",26,6244,13,251
"Tattnall County, Georgia",54,6244,13,267
"Berrien County, Georgia",23,6244,13,019
"Walker County, Georgia",75,6244,13,295
"Gwinnett County, Georgia",1701,6244,13,135
"Barrow County, Georgia",112,6244,13,013
"Charlton County, Georgia",18,6244,13,049
"Clinch County, Georgia",9,6244,13,065
"Bartow County, Georgia",185,6244,13,015
"Douglas County, Georgia",311,6244,13,097
"Grady County, Georgia",66,6244,13,131
"Jeff Davis County, Georgia",34,6244,13,161
"Hancock County, Georgia",28,6244,13,141
"Whitfield County, Georgia",166,6244,13,313
"Calhoun County, Georgia",10,6244,13,037
"Macon County, Georgia",31,6244,13,193
"Marion County, Georgia",17,6244,13,197
"Troup County, Georgia",168,6244,13,285
"Bibb County, Georgia",587,6244,13,021
"Harris County, Georgia",31,6244,13,145
"Schley County, Georgia",11,6244,13,249
"Worth County, Georgia",40,6244,13,321
"Bleckley County, Georgia",43,6244,13,023
"Escambia County, Florida",586,6244,12,033
"Dooly County, Georgia",29,6244,13,093
"Evans County, Georgia",30,6244,13,109
"Franklin County, Georgia",39,6244,13,119
"Effingham County, Georgia",92,6244,13,103
"Lamar County, Georgia",30,6244,13,171
"Glascock County, Georgia",6,6244,13,125
"Emanuel County, Georgia",76,6244,13,107
"Quitman County, Georgia",3,6244,13,239
"Chatham County, Georgia",452,6244,13,051
"Jasper County, Georgia",34,6244,13,159
"Johnson County, Georgia",21,6244,13,167
"Lanier County, Georgia",0,6244,13,173
"Liberty County, Georgia",176,6244,13,179
"Madison County, Georgia",47,6244,13,195
"Mitchell County, Georgia",91,6244,13,205
"Seminole County, Georgia",10,6244,13,253
"Tift County, Georgia",87,6244,13,277
"Twiggs County, Georgia",21,6244,13,289
"Polk County, Georgia",116,6244,13,233
"Talbot County, Georgia",12,6244,13,263
"Taylor County, Georgia",18,6244,13,269
"Terrell County, Georgia",36,6244,13,273
"Thomas County, Georgia",83,6244,13,275
"Toombs County, Georgia",60,6244,13,279
"Wilkinson County, Georgia",10,6244,13,319
"Montgomery County, Georgia",10,6244,13,209
"Oglethorpe County, Georgia",22,6244,13,221
"Randolph County, Georgia",29,6244,13,243
"Rockdale County, Georgia",192,6244,13,247
"Ware County, Georgia",69,6244,13,299
"Wayne County, Georgia",73,6244,13,305
"Wheeler County, Georgia",15,6244,13,309
"Wilcox County, Georgia",8,6244,13,315
"Baldwin County, Georgia",76,6244,13,009
"Pondera County, Montana",21,6244,30,073
"Yellowstone County, Montana",278,6244,30,111
"Missoula County, Montana",140,6244,30,063
"Ravalli County, Montana",52,6244,30,081
"Valley County, Montana",23,6244,30,105
"Cascade County, Montana",94,6244,30,013
"Fergus County, Montana",12,6244,30,027
"Mineral County, Montana",3,6244,30,061
"Powell County, Montana",10,6244,30,077
"Sanders County, Montana",13,6244,30,089
"Gallatin County, Montana",146,6244,30,031
"Meagher County, Montana",4,6244,30,059
"Carbon County, Montana",6,6244,30,009
"Beaverhead County, Montana",17,6244,30,001
"Harlan County, Nebraska",5,6244,31,083
"Flathead County, Montana",117,6244,30,029
"Musselshell County, Montana",6,6244,30,065
"Phillips County, Montana",10,6244,30,071
"York County, Nebraska",47,6244,31,185
"Blaine County, Nebraska",3,6244,31,009
"Buffalo County, Nebraska",159,6244,31,019
"Colfax County, Nebraska",29,6244,31,037
"Deuel County, Nebraska",3,6244,31,049
"Hitchcock County, Nebraska",12,6244,31,087
"Logan County, Nebraska",3,6244,31,113
"Platte County, Nebraska",120,6244,31,141
"Polk County, Nebraska",20,6244,31,143
"Thayer County, Nebraska",19,6244,31,169
"Box Butte County, Nebraska",42,6244,31,013
"Brown County, Nebraska",9,6244,31,017
"Adams County, Nebraska",83,6244,31,001
"Sheridan County, Nebraska",12,6244,31,161
"Lancaster County, Nebraska",829,6244,31,109
"Boone County, Nebraska",27,6244,31,011
"Nuckolls County, Nebraska",10,6244,31,129
"Rock County, Nebraska",11,6244,31,149
"Frontier County, Nebraska",4,6244,31,063
"Sherman County, Nebraska",11,6244,31,163
"Douglas County, Nebraska",1257,6244,31,055
"Richardson County, Nebraska",33,6244,31,147
"Howard County, Nebraska",15,6244,31,093
"Holt County, Nebraska",59,6244,31,089
"Furnas County, Nebraska",27,6244,31,065
"Gosper County, Nebraska",5,6244,31,073
"Saline County, Nebraska",38,6244,31,151
"Sarpy County, Nebraska",369,6244,31,153
"Thurston County, Nebraska",10,6244,31,173
"Washington County, Nebraska",50,6244,31,177
"Boyd County, Nebraska",6,6244,31,015
"Cherry County, Nebraska",17,6244,31,031
"Dodge County, Nebraska",91,6244,31,053
"Fillmore County, Nebraska",14,6244,31,059
"Hooker County, Nebraska",5,6244,31,091
"Morrill County, Nebraska",8,6244,31,123
"Nemaha County, Nebraska",16,6244,31,127
"Seward County, Nebraska",53,6244,31,159
"Thomas County, Nebraska",3,6244,31,171
"Dakota County, Nebraska",70,6244,31,043
"Webster County, Nebraska",12,6244,31,181
"Antelope County, Nebraska",38,6244,31,003
"Chase County, Nebraska",14,6244,31,029
"Butler County, Nebraska",29,6244,31,023
"Clay County, Nebraska",23,6244,31,035
"Custer County, Nebraska",52,6244,31,041
"Franklin County, Nebraska",6,6244,31,061
"Gage County, Nebraska",75,6244,31,067
"Hamilton County, Nebraska",32,6244,31,081
"Jefferson County, Nebraska",22,6244,31,095
"Kearney County, Nebraska",28,6244,31,099
"Keith County, Nebraska",26,6244,31,101
"Loup County, Nebraska",5,6244,31,115
"Saunders County, Nebraska",72,6244,31,155
"Madison County, Nebraska",116,6244,31,119
"Perkins County, Nebraska",9,6244,31,135
"Phelps County, Nebraska",38,6244,31,137
"Scotts Bluff County, Nebraska",86,6244,31,157
"Wayne County, Nebraska",34,6244,31,179
"Kimball County, Nebraska",10,6244,31,105
