NAME,NESTAB,NAICS2017,state,county
"Knox County, Nebraska",35,6244,31,107
"Lincoln County, Nebraska",97,6244,31,111
"Merrick County, Nebraska",27,6244,31,121
"Mercer County, West Virginia",119,6244,54,055
"Upshur County, West Virginia",16,6244,54,097
"Webster County, West Virginia",6,6244,54,101
"Berkeley County, West Virginia",184,6244,54,003
"Fayette County, West Virginia",50,6244,54,019
"Iron County, Wisconsin",5,6244,55,051
"Clark County, Wisconsin",45,6244,55,019
"St. Croix County, Wisconsin",203,6244,55,109
"Oconto County, Wisconsin",43,6244,55,083
"Lincoln County, Wisconsin",42,6244,55,069
"Waupaca County, Wisconsin",41,6244,55,135
"Barron County, Wisconsin",96,6244,55,005
"Sawyer County, Wisconsin",20,6244,55,113
"Green Lake County, Wisconsin",30,6244,55,047
"Price County, Wisconsin",17,6244,55,099
"Marquette County, Wisconsin",15,6244,55,077
"Marinette County, Wisconsin",33,6244,55,075
"Milwaukee County, Wisconsin",1329,6244,55,079
"Racine County, Wisconsin",201,6244,55,101
"Winnebago County, Wisconsin",186,6244,55,139
"Dunn County, Wisconsin",71,6244,55,033
"Forest County, Wisconsin",11,6244,55,041
"Green County, Wisconsin",74,6244,55,045
"Grant County, Wisconsin",100,6244,55,043
"Rusk County, Wisconsin",18,6244,55,107
"Shawano County, Wisconsin",39,6244,55,115
"Sheboygan County, Wisconsin",109,6244,55,117
"Langlade County, Wisconsin",29,6244,55,067
"Outagamie County, Wisconsin",197,6244,55,087
"Vernon County, Wisconsin",65,6244,55,123
"Buffalo County, Wisconsin",38,6244,55,011
"Columbia County, Wisconsin",106,6244,55,021
"Kewaunee County, Wisconsin",27,6244,55,061
"La Crosse County, Wisconsin",215,6244,55,063
"Brown County, Wisconsin",242,6244,55,009
"Eau Claire County, Wisconsin",148,6244,55,035
"Marathon County, Wisconsin",234,6244,55,073
"Oneida County, Wisconsin",42,6244,55,085
"Polk County, Wisconsin",68,6244,55,095
"Trempealeau County, Wisconsin",84,6244,55,121
"Washburn County, Wisconsin",25,6244,55,129
"Waukesha County, Wisconsin",317,6244,55,133
"Dodge County, Wisconsin",77,6244,55,027
"Walworth County, Wisconsin",75,6244,55,127
"Vilas County, Wisconsin",14,6244,55,125
"Crawford County, Wisconsin",29,6244,55,023
"Juneau County, Wisconsin",34,6244,55,057
"Burnett County, Wisconsin",20,6244,55,013
"Manitowoc County, Wisconsin",64,6244,55,071
"Sauk County, Wisconsin",164,6244,55,111
"Washington County, Wisconsin",117,6244,55,131
"Chippewa County, Wisconsin",106,6244,55,017
"Dane County, Wisconsin",957,6244,55,025
"Door County, Wisconsin",17,6244,55,029
"Douglas County, Wisconsin",41,6244,55,031
"Fond du Lac County, Wisconsin",111,6244,55,039
"Jackson County, Wisconsin",37,6244,55,053
"Iowa County, Wisconsin",70,6244,55,049
"Pepin County, Wisconsin",23,6244,55,091
"Ozaukee County, Wisconsin",64,6244,55,089
"Portage County, Wisconsin",105,6244,55,097
"Richland County, Wisconsin",41,6244,55,103
"Rock County, Wisconsin",226,6244,55,105
"Taylor County, Wisconsin",41,6244,55,119
"Waushara County, Wisconsin",29,6244,55,137
"Adams County, Wisconsin",27,6244,55,001
"Bayfield County, Wisconsin",16,6244,55,007
"Lafayette County, Wisconsin",50,6244,55,065
"Monroe County, Wisconsin",109,6244,55,081
"Pierce County, Wisconsin",97,6244,55,093
"Wood County, Wisconsin",127,6244,55,141
"Ashland County, Wisconsin",45,6244,55,003
"Calumet County, Wisconsin",58,6244,55,015
"Jefferson County, Wisconsin",106,6244,55,055
"Kenosha County, Wisconsin",189,6244,55,059
"Campbell County, Wyoming",116,6244,56,005
"Lincoln County, Wyoming",66,6244,56,023
"Johnson County, Wyoming",6,6244,56,019
"Natrona County, Wyoming",145,6244,56,025
"Laramie County, Wyoming",157,6244,56,021
"Converse County, Wyoming",28,6244,56,009
"Niobrara County, Wyoming",4,6244,56,027
"Teton County, Wyoming",27,6244,56,039
"Sweetwater County, Wyoming",57,6244,56,037
"Bulloch County, Georgia",129,6244,13,031
"Clarke County, Georgia",241,6244,13,059
"Clay County, Georgia",17,6244,13,061
"Echols County, Georgia",3,6244,13,101
"Glynn County, Georgia",153,6244,13,127
"DeKalb County, Georgia",1877,6244,13,089
"Haralson County, Georgia",54,6244,13,143
"Jackson County, Georgia",100,6244,13,157
"Jefferson County, Georgia",52,6244,13,163
"Jones County, Georgia",43,6244,13,169
"Lincoln County, Georgia",16,6244,13,181
"Murray County, Georgia",60,6244,13,213
"Muscogee County, Georgia",570,6244,13,215
"Pulaski County, Georgia",28,6244,13,235
"Rabun County, Georgia",16,6244,13,241
"Stewart County, Georgia",5,6244,13,259
"Towns County, Georgia",4,6244,13,281
"Treutlen County, Georgia",21,6244,13,283
"Turner County, Georgia",20,6244,13,287
"Irwin County, Georgia",24,6244,13,155
"Atkinson County, Georgia",17,6244,13,003
"Ben Hill County, Georgia",46,6244,13,017
"Appling County, Georgia",34,6244,13,001
"Bacon County, Georgia",19,6244,13,005
"Brantley County, Georgia",19,6244,13,025
"Burke County, Georgia",90,6244,13,033
"Catoosa County, Georgia",45,6244,13,047
"Chattahoochee County, Georgia",13,6244,13,053
"Chattooga County, Georgia",47,6244,13,055
"Columbia County, Georgia",164,6244,13,073
"Decatur County, Georgia",91,6244,13,087
"Floyd County, Georgia",181,6244,13,115
"Forsyth County, Georgia",177,6244,13,117
"Habersham County, Georgia",45,6244,13,137
"Hart County, Georgia",61,6244,13,147
"Lowndes County, Georgia",268,6244,13,185
"McIntosh County, Georgia",28,6244,13,191
"Meriwether County, Georgia",73,6244,13,199
"Monroe County, Georgia",42,6244,13,207
"Putnam County, Georgia",41,6244,13,237
"Sumter County, Georgia",72,6244,13,261
"Taliaferro County, Georgia",3,6244,13,265
"Warren County, Georgia",26,6244,13,301
"Baker County, Georgia",11,6244,13,007
"Bryan County, Georgia",38,6244,13,029
"Butts County, Georgia",50,6244,13,035
"Candler County, Georgia",22,6244,13,043
"Camden County, Georgia",60,6244,13,039
"Carroll County, Georgia",261,6244,13,045
"Crawford County, Georgia",17,6244,13,079
"Early County, Georgia",28,6244,13,099
"Crisp County, Georgia",56,6244,13,081
"Banks County, Georgia",15,6244,13,011
"Coffee County, Georgia",143,6244,13,069
"Coweta County, Georgia",232,6244,13,077
"Cobb County, Georgia",1162,6244,13,067
"Gilmer County, Georgia",26,6244,13,123
"Dade County, Georgia",6,6244,13,083
"Walton County, Georgia",168,6244,13,297
"Wilkes County, Georgia",22,6244,13,317
"Brooks County, Georgia",39,6244,13,027
"Dodge County, Georgia",75,6244,13,091
"Gordon County, Georgia",77,6244,13,129
"Elbert County, Georgia",81,6244,13,105
"Cherokee County, Georgia",267,6244,13,057
"Fayette County, Georgia",123,6244,13,113
"Jenkins County, Georgia",29,6244,13,165
"Lee County, Georgia",40,6244,13,177
"Newton County, Georgia",260,6244,13,217
"Pickens County, Georgia",22,6244,13,227
"Greene County, Georgia",17,6244,13,133
"Colquitt County, Georgia",126,6244,13,071
"Cook County, Georgia",24,6244,13,075
"Dawson County, Georgia",14,6244,13,085
"Clayton County, Georgia",1009,6244,13,063
"Fulton County, Georgia",2307,6244,13,121
"Hall County, Georgia",281,6244,13,139
"Hawaii County, Hawaii",168,6244,15,001
"Honolulu County, Hawaii",485,6244,15,003
"Maui County, Hawaii",183,6244,15,009
"Kauai County, Hawaii",60,6244,15,007
"Lincoln County, Idaho",4,6244,16,063
"Oneida County, Idaho",5,6244,16,071
"Cassia County, Idaho",31,6244,16,031
"Gem County, Idaho",23,6244,16,045
"Valley County, Idaho",7,6244,16,085
"Adams County, Idaho",5,6244,16,003
"Franklin County, Idaho",26,6244,16,041
"Pierce County, Nebraska",28,6244,31,139
"Burt County, Nebraska",30,6244,31,021
"Cass County, Nebraska",55,6244,31,025
"Cuming County, Nebraska",39,6244,31,039
"Dixon County, Nebraska",33,6244,31,051
"Dundy County, Nebraska",5,6244,31,057
"Greeley County, Nebraska",13,6244,31,077
"Hall County, Nebraska",222,6244,31,079
"Hayes County, Nebraska",3,6244,31,085
"Otoe County, Nebraska",55,6244,31,131
"Red Willow County, Nebraska",46,6244,31,145
"Cedar County, Nebraska",40,6244,31,027
"Dawes County, Nebraska",26,6244,31,045
"Johnson County, Nebraska",16,6244,31,097
"Cheyenne County, Nebraska",13,6244,31,033
"Dawson County, Nebraska",76,6244,31,047
"Garfield County, Nebraska",8,6244,31,071
"Nance County, Nebraska",16,6244,31,125
"Pawnee County, Nebraska",4,6244,31,133
"Stanton County, Nebraska",19,6244,31,167
"Valley County, Nebraska",17,6244,31,175
"Wheeler County, Nebraska",4,6244,31,183
"Churchill County, Nevada",24,6244,32,001
"Douglas County, Nevada",31,6244,32,005
"Lander County, Nevada",4,6244,32,015
"Pershing County, Nevada",7,6244,32,027
"Humboldt County, Nevada",17,6244,32,013
"Mineral County, Nevada",6,6244,32,021
"White Pine County, Nevada",8,6244,32,033
"Elko County, Nevada",35,6244,32,007
"Lincoln County, Nevada",5,6244,32,017
"Nye County, Nevada",49,6244,32,023
"Washoe County, Nevada",393,6244,32,031
"Clark County, Nevada",4677,6244,32,003
"Carson City, Nevada",42,6244,32,510
"Lyon County, Nevada",49,6244,32,019
"Cheshire County, New Hampshire",74,6244,33,005
"Merrimack County, New Hampshire",139,6244,33,013
"Grafton County, New Hampshire",104,6244,33,009
"Rockingham County, New Hampshire",190,6244,33,015
"Belknap County, New Hampshire",63,6244,33,001
"Sullivan County, New Hampshire",52,6244,33,019
"Hillsborough County, New Hampshire",335,6244,33,011
"Strafford County, New Hampshire",76,6244,33,017
"Coos County, New Hampshire",31,6244,33,007
"Carroll County, New Hampshire",35,6244,33,003
"Monmouth County, New Jersey",402,6244,34,025
"Somerset County, New Jersey",265,6244,34,035
"Mercer County, New Jersey",529,6244,34,021
"Sussex County, New Jersey",85,6244,34,037
"Cumberland County, New Jersey",207,6244,34,011
"Essex County, New Jersey",2701,6244,34,013
"Ocean County, New Jersey",1187,6244,34,029
"Atlantic County, New Jersey",321,6244,34,001
"Gloucester County, New Jersey",170,6244,34,015
"Middlesex County, New Jersey",1014,6244,34,023
"Salem County, New Jersey",58,6244,34,033
"Passaic County, New Jersey",1274,6244,34,031
"Cape May County, New Jersey",43,6244,34,009
"Camden County, New Jersey",554,6244,34,007
"Bergen County, New Jersey",1176,6244,34,003
"Union County, New Jersey",1096,6244,34,039
"Warren County, New Jersey",104,6244,34,041
"Hudson County, New Jersey",1646,6244,34,017
"Hunterdon County, New Jersey",73,6244,34,019
"Burlington County, New Jersey",344,6244,34,005
"Morris County, New Jersey",368,6244,34,027
"Hidalgo County, New Mexico",9,6244,35,023
"Luna County, New Mexico",40,6244,35,029
"McKinley County, New Mexico",136,6244,35,031
"Sandoval County, New Mexico",100,6244,35,043
"Taos County, New Mexico",11,6244,35,055
"Grant County, New Mexico",22,6244,35,017
"Curry County, New Mexico",67,6244,35,009
"Colfax County, New Mexico",12,6244,35,007
"Eddy County, New Mexico",31,6244,35,015
"Mora County, New Mexico",5,6244,35,033
"San Juan County, New Mexico",57,6244,35,045
"Sheridan County, Wyoming",31,6244,56,033
"Big Horn County, Wyoming",21,6244,56,003
"Crook County, Wyoming",24,6244,56,011
"Park County, Wyoming",37,6244,56,029
"Albany County, Wyoming",58,6244,56,001
"Carbon County, Wyoming",18,6244,56,007
"Goshen County, Wyoming",30,6244,56,015
"Uinta County, Wyoming",23,6244,56,041
"Washakie County, Wyoming",12,6244,56,043
"Hot Springs County, Wyoming",9,6244,56,017
"Fremont County, Wyoming",85,6244,56,013
"Sublette County, Wyoming",15,6244,56,035
"Weston County, Wyoming",13,6244,56,045
"Platte County, Wyoming",13,6244,56,031
"Nez Perce County, Idaho",40,6244,16,069
"Jerome County, Idaho",21,6244,16,053
"Kootenai County, Idaho",191,6244,16,055
"Lewis County, Idaho",6,6244,16,061
"Minidoka County, Idaho",17,6244,16,067
"Twin Falls County, Idaho",104,6244,16,083
"Owyhee County, Idaho",15,6244,16,073
"Blaine County, Idaho",21,6244,16,013
"Boise County, Idaho",0,6244,16,015
"Boundary County, Idaho",12,6244,16,021
"Butte County, Idaho",4,6244,16,023
"Bear Lake County, Idaho",5,6244,16,007
"Gooding County, Idaho",18,6244,16,047
"Ada County, Idaho",585,6244,16,001
"Bannock County, Idaho",103,6244,16,005
"Bingham County, Idaho",58,6244,16,011
"Bonneville County, Idaho",156,6244,16,019
"Canyon County, Idaho",337,6244,16,027
"Clearwater County, Idaho",5,6244,16,035
"Jefferson County, Idaho",36,6244,16,051
"Latah County, Idaho",44,6244,16,057
"Lemhi County, Idaho",11,6244,16,059
"Payette County, Idaho",25,6244,16,075
"Benewah County, Idaho",5,6244,16,009
"Bonner County, Idaho",46,6244,16,017
"Custer County, Idaho",6,6244,16,037
"Elmore County, Idaho",43,6244,16,039
"Fremont County, Idaho",18,6244,16,043
"Madison County, Idaho",31,6244,16,065
"Shoshone County, Idaho",16,6244,16,079
"Idaho County, Idaho",7,6244,16,049
"Teton County, Idaho",15,6244,16,081
"Power County, Idaho",14,6244,16,077
"Washington County, Idaho",11,6244,16,087
"Hancock County, Illinois",51,6244,17,067
"Madison County, Illinois",454,6244,17,119
"Grundy County, Illinois",61,6244,17,063
"Kankakee County, Illinois",309,6244,17,091
"Mercer County, Illinois",35,6244,17,131
"DuPage County, Illinois",1212,6244,17,043
"Sangamon County, Illinois",661,6244,17,167
"Alexander County, Illinois",31,6244,17,003
"Menard County, Illinois",43,6244,17,129
"Randolph County, Illinois",41,6244,17,157
"LaSalle County, Illinois",167,6244,17,099
"Cook County, Illinois",15279,6244,17,031
"Ogle County, Illinois",137,6244,17,141
"Macon County, Illinois",347,6244,17,115
"Morgan County, Illinois",91,6244,17,137
"Stephenson County, Illinois",152,6244,17,177
"Wayne County, Illinois",34,6244,17,191
"White County, Illinois",15,6244,17,193
"Woodford County, Illinois",75,6244,17,203
"Franklin County, Illinois",70,6244,17,055
"Henderson County, Illinois",8,6244,17,071
"McDonough County, Illinois",43,6244,17,109
"McHenry County, Illinois",339,6244,17,111
"McLean County, Illinois",451,6244,17,113
"Moultrie County, Illinois",25,6244,17,139
"Perry County, Illinois",36,6244,17,145
"Pike County, Illinois",51,6244,17,149
"Rock Island County, Illinois",358,6244,17,161
"St. Clair County, Illinois",719,6244,17,163
"Shelby County, Illinois",64,6244,17,173
"Wabash County, Illinois",18,6244,17,185
"Champaign County, Illinois",575,6244,17,019
"Calhoun County, Illinois",6,6244,17,013
"Cumberland County, Illinois",41,6244,17,035
"Kendall County, Illinois",223,6244,17,093
"Ford County, Illinois",48,6244,17,053
"Jo Daviess County, Illinois",51,6244,17,085
"Kane County, Illinois",882,6244,17,089
"Lawrence County, Illinois",26,6244,17,101
"Brown County, Illinois",14,6244,17,009
"Marion County, Illinois",68,6244,17,121
"Marshall County, Illinois",19,6244,17,123
"Mason County, Illinois",29,6244,17,125
"Iroquois County, Illinois",76,6244,17,075
"Christian County, Illinois",63,6244,17,021
"Clay County, Illinois",38,6244,17,025
"Gallatin County, Illinois",3,6244,17,059
"Jackson County, Illinois",142,6244,17,077
"Monroe County, Illinois",36,6244,17,133
"Peoria County, Illinois",407,6244,17,143
"Union County, Illinois",23,6244,17,181
"Lincoln County, New Mexico",10,6244,35,027
"Chaves County, New Mexico",50,6244,35,005
"Lea County, New Mexico",50,6244,35,025
"Santa Fe County, New Mexico",88,6244,35,049
"Union County, New Mexico",4,6244,35,059
"Sierra County, New Mexico",7,6244,35,051
"Socorro County, New Mexico",14,6244,35,053
"Roosevelt County, New Mexico",14,6244,35,041
"Doña Ana County, New Mexico",443,6244,35,013
"Los Alamos County, New Mexico",15,6244,35,028
"Rio Arriba County, New Mexico",35,6244,35,039
"San Miguel County, New Mexico",17,6244,35,047
"Valencia County, New Mexico",63,6244,35,061
"Torrance County, New Mexico",19,6244,35,057
"Bernalillo County, New Mexico",528,6244,35,001
"Otero County, New Mexico",73,6244,35,035
"Cibola County, New Mexico",33,6244,35,006
"Catron County, New Mexico",4,6244,35,003
"Schoharie County, New York",28,6244,36,095
"Bronx County, New York",11480,6244,36,005
"Onondaga County, New York",1008,6244,36,067
"Fulton County, New York",47,6244,36,035
"Clinton County, New York",135,6244,36,019
"Seneca County, New York",66,6244,36,099
"Rensselaer County, New York",209,6244,36,083
"Putnam County, New York",102,6244,36,079
"Franklin County, New York",109,6244,36,033
"Herkimer County, New York",91,6244,36,043
"Ontario County, New York",156,6244,36,069
"Queens County, New York",8268,6244,36,081
"Steuben County, New York",172,6244,36,101
"Hamilton County, New York",4,6244,36,041
"Washington County, New York",87,6244,36,115
"Chautauqua County, New York",235,6244,36,013
"Kings County, New York",8509,6244,36,047
"New York County, New York",3953,6244,36,061
"Tioga County, New York",96,6244,36,107
"Cayuga County, New York",145,6244,36,011
"Orleans County, New York",34,6244,36,073
"Saratoga County, New York",221,6244,36,091
"Niagara County, New York",144,6244,36,063
"Rockland County, New York",525,6244,36,087
"Columbia County, New York",54,6244,36,021
"Lewis County, New York",51,6244,36,049
"Westchester County, New York",2076,6244,36,119
"Delaware County, New York",83,6244,36,025
"Essex County, New York",73,6244,36,031
"Montgomery County, New York",80,6244,36,057
"Nassau County, New York",1700,6244,36,059
"Richmond County, New York",937,6244,36,085
"St. Lawrence County, New York",147,6244,36,089
"Schuyler County, New York",24,6244,36,097
"Tompkins County, New York",137,6244,36,109
"Warren County, New York",87,6244,36,113
"Chenango County, New York",83,6244,36,017
"Cortland County, New York",78,6244,36,023
"Dutchess County, New York",337,6244,36,027
"Jefferson County, New York",173,6244,36,045
"Monroe County, New York",1485,6244,36,055
"Oneida County, New York",573,6244,36,065
"Suffolk County, New York",1526,6244,36,103
"Ulster County, New York",242,6244,36,111
"Wyoming County, New York",39,6244,36,121
"Chemung County, New York",181,6244,36,015
"Livingston County, New York",74,6244,36,051
"Oswego County, New York",198,6244,36,075
"Otsego County, New York",63,6244,36,077
"Greene County, New York",39,6244,36,039
"Wayne County, New York",131,6244,36,117
"Albany County, New York",353,6244,36,001
"Allegany County, New York",57,6244,36,003
"Broome County, New York",284,6244,36,007
"Cattaraugus County, New York",95,6244,36,009
"Erie County, New York",787,6244,36,029
"Madison County, New York",89,6244,36,053
"Schenectady County, New York",349,6244,36,093
"Sullivan County, New York",124,6244,36,105
"Genesee County, New York",45,6244,36,037
"Yates County, New York",33,6244,36,123
"Orange County, New York",462,6244,36,071
"Greene County, North Carolina",31,6244,37,079
"Haywood County, North Carolina",36,6244,37,087
"Mitchell County, North Carolina",6,6244,37,121
"Chowan County, North Carolina",16,6244,37,041
"Piatt County, Illinois",50,6244,17,147
"Pulaski County, Illinois",22,6244,17,153
"Schuyler County, Illinois",16,6244,17,169
"Stark County, Illinois",12,6244,17,175
"Edgar County, Illinois",39,6244,17,045
"Bond County, Illinois",35,6244,17,005
"Boone County, Illinois",102,6244,17,007
"Bureau County, Illinois",39,6244,17,011
"Carroll County, Illinois",28,6244,17,015
"Coles County, Illinois",90,6244,17,029
"Crawford County, Illinois",34,6244,17,033
"Jersey County, Illinois",37,6244,17,083
"Putnam County, Illinois",8,6244,17,155
"De Witt County, Illinois",51,6244,17,039
"Fayette County, Illinois",39,6244,17,051
"Richland County, Illinois",34,6244,17,159
"Lee County, Illinois",78,6244,17,103
"Logan County, Illinois",72,6244,17,107
"Macoupin County, Illinois",82,6244,17,117
"Saline County, Illinois",40,6244,17,165
"Washington County, Illinois",19,6244,17,189
"Montgomery County, Illinois",48,6244,17,135
"Whiteside County, Illinois",100,6244,17,195
"Adams County, Illinois",265,6244,17,001
"Clinton County, Illinois",96,6244,17,027
"DeKalb County, Illinois",245,6244,17,037
"Edwards County, Illinois",15,6244,17,047
"Jasper County, Illinois",31,6244,17,079
"Jefferson County, Illinois",82,6244,17,081
"Vermilion County, Illinois",319,6244,17,183
"Will County, Illinois",1185,6244,17,197
"Williamson County, Illinois",147,6244,17,199
"Clark County, Illinois",35,6244,17,023
"Douglas County, Illinois",70,6244,17,041
"Effingham County, Illinois",132,6244,17,049
"Fulton County, Illinois",30,6244,17,057
"Greene County, Illinois",30,6244,17,061
"Hamilton County, Illinois",13,6244,17,065
"Hardin County, Illinois",4,6244,17,069
"Henry County, Illinois",104,6244,17,073
"Johnson County, Illinois",10,6244,17,087
"Knox County, Illinois",115,6244,17,095
"Lake County, Illinois",1352,6244,17,097
"Livingston County, Illinois",86,6244,17,105
"Massac County, Illinois",22,6244,17,127
"Scott County, Illinois",17,6244,17,171
"Tazewell County, Illinois",215,6244,17,179
"Cass County, Illinois",31,6244,17,017
"Warren County, Illinois",35,6244,17,187
"Harrison County, Indiana",60,6244,18,061
"Huntington County, Indiana",48,6244,18,069
"LaPorte County, Indiana",241,6244,18,091
"Winnebago County, Illinois",1313,6244,17,201
"Wabash County, Indiana",54,6244,18,169
"White County, Indiana",33,6244,18,181
"Jasper County, Indiana",33,6244,18,073
"Jay County, Indiana",31,6244,18,075
"Martin County, Indiana",15,6244,18,101
"Porter County, Indiana",149,6244,18,127
"Shelby County, Indiana",60,6244,18,145
"Ripley County, Indiana",36,6244,18,137
"Spencer County, Indiana",27,6244,18,147
"Sullivan County, Indiana",16,6244,18,153
"Tipton County, Indiana",13,6244,18,159
"Tippecanoe County, Indiana",313,6244,18,157
"Vigo County, Indiana",136,6244,18,167
"Warrick County, Indiana",75,6244,18,173
"Hamilton County, Indiana",397,6244,18,057
"DeKalb County, Indiana",68,6244,18,033
"LaGrange County, Indiana",35,6244,18,087
"Bartholomew County, Indiana",84,6244,18,005
"Rush County, Indiana",29,6244,18,139
"Boone County, Indiana",74,6244,18,011
"Fulton County, Indiana",37,6244,18,049
"Lake County, Indiana",1114,6244,18,089
"Clark County, Indiana",142,6244,18,019
"Montgomery County, Indiana",50,6244,18,107
"Noble County, Indiana",61,6244,18,113
"Adams County, Indiana",41,6244,18,001
"Fayette County, Indiana",16,6244,18,041
"Clay County, Indiana",18,6244,18,021
"Hendricks County, Indiana",234,6244,18,063
"Dubois County, Indiana",79,6244,18,037
"Franklin County, Indiana",20,6244,18,047
"Grant County, Indiana",87,6244,18,053
"Hancock County, Indiana",115,6244,18,059
"Jackson County, Indiana",61,6244,18,071
"Howard County, Indiana",120,6244,18,067
"Alleghany County, North Carolina",11,6244,37,005
"Caldwell County, North Carolina",84,6244,37,027
"Catawba County, North Carolina",116,6244,37,035
"Cleveland County, North Carolina",166,6244,37,045
"Craven County, North Carolina",95,6244,37,049
"Edgecombe County, North Carolina",111,6244,37,065
"Granville County, North Carolina",59,6244,37,077
"Harnett County, North Carolina",191,6244,37,085
"Hoke County, North Carolina",97,6244,37,093
"Henderson County, North Carolina",99,6244,37,089
"Hyde County, North Carolina",7,6244,37,095
"Iredell County, North Carolina",152,6244,37,097
"Mecklenburg County, North Carolina",1794,6244,37,119
"Northampton County, North Carolina",15,6244,37,131
"Pitt County, North Carolina",254,6244,37,147
"Rowan County, North Carolina",163,6244,37,159
"Vance County, North Carolina",87,6244,37,181
"Cherokee County, North Carolina",24,6244,37,039
"Currituck County, North Carolina",31,6244,37,053
"Union County, North Carolina",279,6244,37,179
"Wilkes County, North Carolina",67,6244,37,193
"Forsyth County, North Carolina",566,6244,37,067
"Nash County, North Carolina",125,6244,37,127
"Alexander County, North Carolina",27,6244,37,003
"Bladen County, North Carolina",49,6244,37,017
"Dare County, North Carolina",25,6244,37,055
"Carteret County, North Carolina",47,6244,37,031
"Warren County, North Carolina",26,6244,37,185
"Wilson County, North Carolina",117,6244,37,195
"Bertie County, North Carolina",22,6244,37,015
"Gates County, North Carolina",19,6244,37,073
"Graham County, North Carolina",9,6244,37,075
"Martin County, North Carolina",32,6244,37,117
"Madison County, North Carolina",13,6244,37,115
"Pamlico County, North Carolina",11,6244,37,137
"Perquimans County, North Carolina",17,6244,37,143
"Polk County, North Carolina",12,6244,37,149
"Randolph County, North Carolina",121,6244,37,151
"Rockingham County, North Carolina",94,6244,37,157
"Stokes County, North Carolina",35,6244,37,169
"Washington County, North Carolina",13,6244,37,187
"Camden County, North Carolina",10,6244,37,029
"Clay County, North Carolina",10,6244,37,043
"Cumberland County, North Carolina",609,6244,37,051
"Moore County, North Carolina",89,6244,37,125
"Gaston County, North Carolina",264,6244,37,071
"Guilford County, North Carolina",743,6244,37,081
"Jackson County, North Carolina",30,6244,37,099
"Pasquotank County, North Carolina",75,6244,37,139
"Robeson County, North Carolina",253,6244,37,155
"Stanly County, North Carolina",49,6244,37,167
"Swain County, North Carolina",29,6244,37,173
"Wake County, North Carolina",1281,6244,37,183
"Yancey County, North Carolina",5,6244,37,199
"Anson County, North Carolina",39,6244,37,007
"Chatham County, North Carolina",65,6244,37,037
"McDowell County, North Carolina",29,6244,37,111
"Franklin County, North Carolina",67,6244,37,069
"Johnston County, North Carolina",213,6244,37,101
"Jones County, North Carolina",4,6244,37,103
"Macon County, North Carolina",24,6244,37,113
"Person County, North Carolina",48,6244,37,145
"Brunswick County, North Carolina",94,6244,37,019
"Transylvania County, North Carolina",20,6244,37,175
"Ashe County, North Carolina",9,6244,37,009
"Beaufort County, North Carolina",47,6244,37,013
"Columbus County, North Carolina",84,6244,37,047
"Lenoir County, North Carolina",89,6244,37,107
"Lincoln County, North Carolina",62,6244,37,109
"Montgomery County, North Carolina",18,6244,37,123
"Onslow County, North Carolina",160,6244,37,133
"Orange County, North Carolina",152,6244,37,135
"Richmond County, North Carolina",49,6244,37,153
"Rutherford County, North Carolina",67,6244,37,161
"Sampson County, North Carolina",104,6244,37,163
"Surry County, North Carolina",60,6244,37,171
"Yadkin County, North Carolina",25,6244,37,197
"Avery County, North Carolina",9,6244,37,011
"Buncombe County, North Carolina",247,6244,37,021
"Burke County, North Carolina",61,6244,37,023
"Cabarrus County, North Carolina",274,6244,37,025
"Owen County, Indiana",25,6244,18,119
"Parke County, Indiana",13,6244,18,121
"Randolph County, Indiana",22,6244,18,135
"Whitley County, Indiana",49,6244,18,183
"Benton County, Indiana",19,6244,18,007
"Brown County, Indiana",13,6244,18,013
"Clinton County, Indiana",40,6244,18,023
"Putnam County, Indiana",41,6244,18,133
"Union County, Indiana",3,6244,18,161
"Washington County, Indiana",34,6244,18,175
"Daviess County, Indiana",48,6244,18,027
"Dearborn County, Indiana",42,6244,18,029
"Henry County, Indiana",65,6244,18,065
"Knox County, Indiana",60,6244,18,083
"Lawrence County, Indiana",34,6244,18,093
"Madison County, Indiana",188,6244,18,095
"Perry County, Indiana",18,6244,18,123
"Pike County, Indiana",11,6244,18,125
"Pulaski County, Indiana",17,6244,18,131
"Posey County, Indiana",27,6244,18,129
"Steuben County, Indiana",50,6244,18,151
"Allen County, Indiana",778,6244,18,003
"Warren County, Indiana",11,6244,18,171
"Vermillion County, Indiana",17,6244,18,165
"Wells County, Indiana",46,6244,18,179
"Decatur County, Indiana",30,6244,18,031
"Delaware County, Indiana",151,6244,18,035
"Floyd County, Indiana",122,6244,18,043
"Jefferson County, Indiana",34,6244,18,077
"Jennings County, Indiana",48,6244,18,079
"Johnson County, Indiana",155,6244,18,081
"Miami County, Indiana",23,6244,18,103
"Morgan County, Indiana",67,6244,18,109
"Gibson County, Indiana",44,6244,18,051
"Newton County, Indiana",12,6244,18,111
"Orange County, Indiana",35,6244,18,117
"St. Joseph County, Indiana",501,6244,18,141
"Kosciusko County, Indiana",143,6244,18,085
"Marshall County, Indiana",52,6244,18,099
"Switzerland County, Indiana",15,6244,18,155
"Vanderburgh County, Indiana",248,6244,18,163
"Blackford County, Indiana",15,6244,18,009
"Carroll County, Indiana",36,6244,18,015
"Scott County, Indiana",25,6244,18,143
"Monroe County, Indiana",132,6244,18,105
"Fountain County, Indiana",21,6244,18,045
"Elkhart County, Indiana",324,6244,18,039
